Demo-ResponseID,QType,Condition,Dataset,Attempt,DatasetOrder,TaskOrder,Click_X,Click_Y,MaxValue,NodeID,NodeXOriginal,NodeYOriginal,NodeXAdjusted,NodeYAdjusted,NodeValue,Task,NodeRank,correct,Distance,RawDifference,AbsDifference,Percentage,LogError
R_1IZ5GSHgwJWj0ek,Training,Ctrl,0,1,0,5,478,365,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,6.6286677478291995,0,0,0,0
R_1IZ5GSHgwJWj0ek,Training,Ctrl,0,2,0,5,282,438,10,Ctrl_0_133.4_210,133.4,210,277.9166666666667,437.5,6,BC,2,FALSE,4.113831682399143,-4,4,0.4,0.6989700043360189
R_1j9uBLg9aLnRjDl,Exp,Siz,1,1,1,2,383,367,69.71428571428572,Ctrl_1_184.1_176.3,184.1,176.3,383.5416666666667,367.2916666666667,69.71428571428572,BC,1,TRUE,0.6152009608430841,0,0,0,0
R_1j9uBLg9aLnRjDl,Exp,Siz,1,2,1,2,154,511,69.71428571428572,Ctrl_1_75.1_244.3,75.1,244.3,156.45833333333334,508.9583333333333,0,BC,4,FALSE,3.1955915814690212,-69.71428571428572,69.71428571428572,1,1.849507158919312
R_1j9uBLg9aLnRjDl,Exp,Siz,5,1,3,1,439,304,12597.314500601013,Ctrl_5_211.9_146,211.9,146,441.4583333333333,304.1666666666667,1825.4759039550383,BC,8,FALSE,2.4639765736620687,-10771.838596645974,10771.838596645974,0.8550900746450407,4.032330153105633
R_1j9uBLg9aLnRjDl,Exp,Siz,5,2,3,1,422,354,12597.314500601013,Ctrl_5_204.4_170,204.4,170,425.8333333333333,354.1666666666667,12597.314500601013,BC,1,TRUE,3.8369548110737615,0,0,0,0
R_1j9uBLg9aLnRjDl,Exp,Siz,5,3,3,1,470,334,12597.314500601013,Ctrl_5_226.6_160.4,226.6,160.4,472.0833333333333,334.1666666666667,3433.580575424652,BC,3,FALSE,2.0899893673307246,-9163.73392517636,9163.73392517636,0.7274355121275382,3.962119860841598
R_1j9uBLg9aLnRjDl,Exp,Siz,5,4,3,1,361,421,12597.314500601013,Ctrl_5_171.7_202.4,171.7,202.4,357.7083333333333,421.6666666666667,3640.5794359413976,BC,2,FALSE,3.3584987552311283,-8956.735064659615,8956.735064659615,0.7110035289054896,3.952198213538688
R_1j9uBLg9aLnRjDl,Exp,Siz,8,1,2,3,368,372,40976.5,Ctrl_8_186.9_181.8,186.9,181.8,389.375,378.75,13500,BC,10,FALSE,22.415466200817683,-27476.5,27476.5,0.6705428721340281,4.438977216539066
R_1j9uBLg9aLnRjDl,Exp,Siz,8,2,2,3,326,375,40976.5,Ctrl_8_152.3_189.2,152.3,189.2,317.2916666666667,394.1666666666667,23575,BC,3,FALSE,21.052225073743532,-17401.5,17401.5,0.42467023781923785,4.240611642432826
R_1j9uBLg9aLnRjDl,Exp,Siz,8,3,2,3,312,333,40976.5,Ctrl_8_142.7_156.1,142.7,156.1,297.2916666666667,325.2083333333333,2191,BC,39,FALSE,16.644672988343405,-38785.5,38785.5,0.9465303283589375,4.58868059168393
R_1j9uBLg9aLnRjDl,Exp,Siz,8,5,2,3,231,530,40976.5,Ctrl_8_110.8_252,110.8,252,230.83333333333334,525,9975,BC,15,FALSE,5.002777006601211,-31001.5,31001.5,0.7565677888545874,4.491396716170641
R_1j9uBLg9aLnRjDl,Training,Siz,0,1,0,5,493,352,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,14.463375681738741,0,0,0,0
R_1j9uBLg9aLnRjDl,Training,Siz,0,2,0,5,489,361,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,9.075015304547872,0,0,0,0
R_1j9uBLg9aLnRjDl,Training,Siz,0,3,0,5,478,359,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,2.2224392255157457,0,0,0,0
R_1jANHLLkQVJyePC,Exp,Ctrl,3,1,3,7,162,331,1277,Ctrl_3_78.6_156.5,78.6,156.5,163.75,326.0416666666667,819,BC,4,FALSE,5.258095610051633,-458,458,0.3586530931871574,2.661812685537261
R_1jANHLLkQVJyePC,Exp,Ctrl,3,2,3,7,506,369,1277,Ctrl_3_243.8_176.5,243.8,176.5,507.9166666666667,367.7083333333333,1277,BC,1,TRUE,2.3112797080598035,0,0,0,0
R_1jANHLLkQVJyePC,Exp,Ctrl,7,1,2,3,284,388,20081.76153013656,Ctrl_7_136.8_186.6,136.8,186.6,285,388.75,0,BC,33,FALSE,1.25,-20081.76153013656,20081.76153013656,1,4.3028234313235085
R_1jANHLLkQVJyePC,Exp,Ctrl,7,2,2,3,426,356,20081.76153013656,Ctrl_7_204.9_172,204.9,172,426.875,358.3333333333333,5071.086796536789,BC,7,FALSE,2.492001092384262,-15010.67473359977,15010.67473359977,0.7474779894718576,4.176429145740169
R_1jANHLLkQVJyePC,Exp,Ctrl,7,3,2,3,556,178,20081.76153013656,Ctrl_7_267.6_84.1,267.6,84.1,557.5,175.20833333333334,13903.198590298583,BC,2,FALSE,3.169132811634395,-6178.562939837975,6178.562939837975,0.3076703669927486,3.7909577599546918
R_1jANHLLkQVJyePC,Exp,Ctrl,7,4,2,3,600,504,20081.76153013656,Ctrl_7_285.9_241.2,285.9,241.2,595.625,502.5,6242.680236430246,BC,4,FALSE,4.625,-13839.081293706313,13839.081293706313,0.6891368206388718,4.141138641082038
R_1jANHLLkQVJyePC,Exp,Ctrl,7,5,2,3,543,628,20081.76153013656,Ctrl_7_260.4_301.1,260.4,301.1,542.5,627.2916666666666,0,BC,33,FALSE,0.8670271686118981,-20081.76153013656,20081.76153013656,1,4.3028234313235085
R_1jANHLLkQVJyePC,Exp,Ctrl,9,1,1,5,462,287,28300.56447421692,Ctrl_9_223.1_141.1,223.1,141.1,464.7916666666667,293.9583333333333,17858.00251281227,BC,6,FALSE,7.497453271315227,-10442.561961404652,10442.561961404652,0.3689877624496957,4.018848647741641
R_1jANHLLkQVJyePC,Exp,Ctrl,9,2,1,5,355,507,28300.56447421692,Ctrl_9_171.6_244,171.6,244,357.5,508.3333333333333,11143.696397230218,BC,11,FALSE,2.8333333333333246,-17156.868076986702,17156.868076986702,0.6062376633023477,4.234463324309881
R_1jANHLLkQVJyePC,Exp,Ctrl,9,3,1,5,353,436,28300.56447421692,Ctrl_9_168.9_211.9,168.9,211.9,351.875,441.4583333333333,15786.012583005204,BC,8,FALSE,5.5730626927908835,-12514.551891211717,12514.551891211717,0.4422014939883278,4.097450005204585
R_1jANHLLkQVJyePC,Exp,Ctrl,9,4,1,5,468,495,28300.56447421692,Ctrl_9_223.8_237.3,223.8,237.3,466.25,494.375,19249.904317414654,BC,4,FALSE,1.8582585934148133,-9050.660156802267,9050.660156802267,0.3198049341046827,3.956728240068803
R_1jANHLLkQVJyePC,Exp,Ctrl,9,5,1,5,412,312,28300.56447421692,Ctrl_9_198_150.6,198,150.6,412.5,313.75,12460.579249671891,BC,9,FALSE,1.8200274723201295,-15839.98522454503,15839.98522454503,0.5597056284504842,4.199782188887138
R_1jANHLLkQVJyePC,Training,Ctrl,0,1,0,5,393,473,10,Ctrl_0_188.9_226.1,188.9,226.1,393.5416666666667,471.0416666666667,0,BC,3,FALSE,2.0318642233727546,-10,10,1,1.0413926851582251
R_1jANHLLkQVJyePC,Training,Ctrl,0,2,0,5,480,359,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,0.3254270698294318,0,0,0,0
R_1jANHLLkQVJyePC,Training,Ctrl,0,3,0,5,379,582,10,Ctrl_0_180.6_279.3,180.6,279.3,376.25,581.875,0,BC,3,FALSE,2.752839443193155,-10,10,1,1.0413926851582251
R_1jANHLLkQVJyePC,Training,Ctrl,0,4,0,5,495,531,10,Ctrl_0_237.2_255.5,237.2,255.5,494.1666666666667,532.2916666666666,0,BC,3,FALSE,1.5371555621413509,-10,10,1,1.0413926851582251
R_1jANHLLkQVJyePC,Training,Ctrl,0,5,0,5,285,435,10,Ctrl_0_133.4_210,133.4,210,277.9166666666667,437.5,6,BC,2,FALSE,7.511565157216626,-4,4,0.4,0.6989700043360189
R_1JCnfta5XzxqeEd,Exp,Fru,3,1,1,6,44,451,1277,Fru_3_21.6_216.8,21.6,216.8,45,451.6666666666667,248,BC,9,FALSE,1.2018504251546736,-1029,1029,0.8057948316366484,3.012837224705172
R_1JCnfta5XzxqeEd,Exp,Fru,3,2,1,6,75,525,1277,Fru_3_34.8_253.4,34.8,253.4,72.5,527.9166666666666,0,BC,14,FALSE,3.841476857205341,-1277,1277,1,3.1065308538223815
R_1JCnfta5XzxqeEd,Exp,Fru,3,3,1,6,225,224,1277,Fru_3_110.2_108.6,110.2,108.6,229.58333333333334,226.25,576,BC,5,FALSE,5.105824560680139,-701,701,0.5489428347689899,2.846337112129805
R_1JCnfta5XzxqeEd,Exp,Fru,3,4,1,6,279,54,1277,Fru_3_134.3_27.7,134.3,27.7,279.7916666666667,57.708333333333336,248,BC,9,FALSE,3.7918955974844915,-1029,1029,0.8057948316366484,3.012837224705172
R_1JCnfta5XzxqeEd,Exp,Fru,3,5,1,6,444,127,1277,Fru_3_212.5_62.5,212.5,62.5,442.7083333333333,130.20833333333334,248,BC,9,FALSE,3.4585843282412045,-1029,1029,0.8057948316366484,3.012837224705172
R_1JCnfta5XzxqeEd,Exp,Fru,5,1,3,8,320,120,12597.314500601015,Fru_5_151.8_58.5,151.8,58.5,316.25,121.875,968.0027729976935,BC,22,FALSE,4.192627457812105,-11629.31172760332,11629.31172760332,0.9231580053866631,4.0655913552928205
R_1JCnfta5XzxqeEd,Exp,Fru,5,2,3,8,512,181,12597.314500601015,Fru_5_248.3_87.8,248.3,87.8,517.2916666666666,182.91666666666666,3640.5794359413976,BC,2,FALSE,5.6280855734629505,-8956.735064659617,8956.735064659617,0.7110035289054896,3.952198213538688
R_1JCnfta5XzxqeEd,Exp,Fru,5,3,3,8,377,401,12597.314500601015,Fru_5_180.8_194.7,180.8,194.7,376.6666666666667,405.625,12597.314500601015,BC,1,TRUE,4.636996453644438,0,0,0,0
R_1JCnfta5XzxqeEd,Exp,Fru,5,4,3,8,272,486,12597.314500601015,Fru_5_130.4_231.3,130.4,231.3,271.6666666666667,481.875,3433.580575424652,BC,3,FALSE,4.138446098611301,-9163.733925176362,9163.733925176362,0.7274355121275382,3.962119860841598
R_1JCnfta5XzxqeEd,Exp,Fru,5,5,3,8,163,514,12597.314500601015,Fru_5_78.1_249,78.1,249,162.70833333333334,518.75,437.6051855256139,BC,39,FALSE,4.758946253578038,-12159.7093150754,12159.7093150754,0.9652620258464821,4.0849589073905745
R_1JCnfta5XzxqeEd,Exp,Fru,8,1,2,8,263,596,40976.5,Fru_8_126.6_286.9,126.6,286.9,263.75,597.7083333333334,736.233333333333,BC,53,FALSE,1.8657177647698773,-40240.26666666667,40240.26666666667,0.9820327911526526,4.604671642467499
R_1JCnfta5XzxqeEd,Exp,Fru,8,2,2,8,700,357,40976.5,Fru_8_335.3_171.9,335.3,171.9,698.5416666666666,358.125,0,BC,76,FALSE,1.841836342108392,-40976.5,40976.5,1,4.612545458962102
R_1JCnfta5XzxqeEd,Exp,Fru,8,3,2,8,452,550,40976.5,Fru_8_216.8_266.2,216.8,266.2,451.6666666666667,554.5833333333334,12341,BC,13,FALSE,4.595438559654116,-28635.5,28635.5,0.698827376667114,4.456919936695413
R_1JCnfta5XzxqeEd,Exp,Fru,8,4,2,8,365,163,40976.5,Fru_8_175_78.9,175,78.9,364.5833333333333,164.375,6831,BC,20,FALSE,1.4367449707972277,-34145.5,34145.5,0.8332946932998182,4.533346195321059
R_1JCnfta5XzxqeEd,Exp,Fru,8,5,2,8,511,413,40976.5,Fru_8_243.5_199.1,243.5,199.1,507.2916666666667,414.7916666666667,40976.5,BC,1,TRUE,4.118471264383847,0,0,0,0
R_1JCnfta5XzxqeEd,Training,Fru,0,1,0,5,362,379,10,Fru_0_174.9_183,174.9,183,364.375,381.25,10,BC,1,TRUE,3.2715630820756,0,0,0,0
R_1jDhzfnLcjq6tbG,Training,Col,0,1,0,5,292,432,10,Ctrl_0_133.4_210,133.4,210,277.9166666666667,437.5,6,BC,2,FALSE,15.11920228642296,-4,4,0.4,0.6989700043360189
R_1jDhzfnLcjq6tbG,Training,Col,0,2,0,5,480,367,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,8.252630052157784,0,0,0,0
R_1jDhzfnLcjq6tbG,Training,Col,0,5,0,5,490,530,10,Ctrl_0_237.2_255.5,237.2,255.5,494.1666666666667,532.2916666666666,0,BC,3,FALSE,4.755296754380551,-10,10,1,1.0413926851582251
R_1JEp6ZtCPPwKn6Z,Exp,Col,1,1,3,8,383,366,69.71428571428572,Ctrl_1_184.1_176.3,184.1,176.3,383.5416666666667,367.2916666666667,69.71428571428572,BC,1,TRUE,1.4006446928309924,0,0,0,0
R_1JEp6ZtCPPwKn6Z,Exp,Col,5,1,2,9,332,468,12597.314500601013,Ctrl_5_159.7_224.4,159.7,224.4,332.7083333333333,467.5,2316.7348009331204,BC,4,FALSE,0.8670271686118517,-10280.579699667893,10280.579699667893,0.8160929616528515,4.012059846385146
R_1JEp6ZtCPPwKn6Z,Exp,Col,5,2,2,9,312,426,12597.314500601013,Ctrl_5_149.1_204.3,149.1,204.3,310.625,425.625,1796.0985324002122,BC,9,FALSE,1.4252192813739224,-10801.2159682008,10801.2159682008,0.8574221091078958,4.033512855861326
R_1JEp6ZtCPPwKn6Z,Exp,Col,8,1,1,5,439,291,40976.5,Ctrl_8_210.8_139.8,210.8,139.8,439.1666666666667,291.25,14991,BC,8,FALSE,0.30046260628867627,-25985.5,25985.5,0.6341561626786085,4.414747790349609
R_1JEp6ZtCPPwKn6Z,Exp,Col,8,2,1,5,392,379,40976.5,Ctrl_8_186.9_181.8,186.9,181.8,389.375,378.75,13500,BC,10,FALSE,2.6368778887161235,-27476.5,27476.5,0.6705428721340281,4.438977216539066
R_1JEp6ZtCPPwKn6Z,Exp,Col,8,3,1,5,318,393,40976.5,Ctrl_8_152.3_189.2,152.3,189.2,317.2916666666667,394.1666666666667,23575,BC,3,FALSE,1.3648616128466065,-17401.5,17401.5,0.42467023781923785,4.240611642432826
R_1JEp6ZtCPPwKn6Z,Exp,Col,8,4,1,5,347,294,40976.5,Ctrl_8_164_140.9,164,140.9,341.6666666666667,293.5416666666667,4919,BC,25,FALSE,5.35299111608535,-36057.5,36057.5,0.8799555842983173,4.557007656516379
R_1JEp6ZtCPPwKn6Z,Exp,Col,8,5,1,5,312,335,40976.5,Ctrl_8_142.7_156.1,142.7,156.1,297.2916666666667,325.2083333333333,2191,BC,39,FALSE,17.669516279614317,-38785.5,38785.5,0.9465303283589375,4.58868059168393
R_1JEp6ZtCPPwKn6Z,Training,Col,0,1,0,5,279,437,10,Ctrl_0_133.4_210,133.4,210,277.9166666666667,437.5,6,BC,2,FALSE,1.1931517552730122,-4,4,0.4,0.6989700043360189
R_1JEp6ZtCPPwKn6Z,Training,Col,0,2,0,5,484,359,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,3.7998994869747875,0,0,0,0
R_1JIRHCwW1EeIzn6,Exp,Ctrl,3,1,1,9,209,310,1277,Ctrl_3_99.7_148.4,99.7,148.4,207.70833333333334,309.1666666666667,0,BC,14,FALSE,1.5371555621413748,-1277,1277,1,3.1065308538223815
R_1JIRHCwW1EeIzn6,Exp,Ctrl,3,2,1,9,540,326,1277,Ctrl_3_258.9_156.1,258.9,156.1,539.375,325.2083333333333,0,BC,14,FALSE,1.0086432030758652,-1277,1277,1,3.1065308538223815
R_1JIRHCwW1EeIzn6,Exp,Ctrl,3,3,1,9,506,453,1277,Ctrl_3_242.4_216.9,242.4,216.9,505,451.875,248,BC,9,FALSE,1.505199322349037,-1029,1029,0.8057948316366484,3.012837224705172
R_1JIRHCwW1EeIzn6,Exp,Ctrl,3,4,1,9,459,346,1277,Ctrl_3_221_166.9,221,166.9,460.4166666666667,347.7083333333333,0,BC,14,FALSE,2.21931233093096,-1277,1277,1,3.1065308538223815
R_1JIRHCwW1EeIzn6,Exp,Ctrl,7,1,3,1,149,154,20081.76153013656,Ctrl_7_71_73.6,71,73.6,147.91666666666666,153.33333333333334,13848.666666666664,BC,3,FALSE,1.2720281268728153,-6233.094863469894,6233.094863469894,0.31038586202290736,3.794773406597871
R_1JIRHCwW1EeIzn6,Exp,Ctrl,7,2,3,1,232,170,20081.76153013656,Ctrl_7_110.6_81.1,110.6,81.1,230.41666666666666,168.95833333333334,1122,BC,12,FALSE,1.895260902590696,-18959.76153013656,18959.76153013656,0.9441284073453307,4.277855776129391
R_1JIRHCwW1EeIzn6,Exp,Ctrl,7,3,3,1,291,501,20081.76153013656,Ctrl_7_140.2_240.1,140.2,240.1,292.0833333333333,500.2083333333333,20081.76153013656,BC,1,TRUE,1.3417701823420474,0,0,0,0
R_1JIRHCwW1EeIzn6,Exp,Ctrl,7,4,3,1,434,183,20081.76153013656,Ctrl_7_208.9_87.3,208.9,87.3,435.2083333333333,181.875,0,BC,33,FALSE,1.6509677296798986,-20081.76153013656,20081.76153013656,1,4.3028234313235085
R_1JIRHCwW1EeIzn6,Exp,Ctrl,9,1,2,8,467,494,28300.56447421692,Ctrl_9_223.8_237.3,223.8,237.3,466.25,494.375,19249.904317414654,BC,4,FALSE,0.8385254915624212,-9050.660156802267,9050.660156802267,0.3198049341046827,3.956728240068803
R_1JIRHCwW1EeIzn6,Exp,Ctrl,9,2,2,8,202,583,28300.56447421692,Ctrl_9_97.4_279.9,97.4,279.9,202.91666666666666,583.125,8911.833333333334,BC,14,FALSE,0.9251501379655955,-19388.73114088359,19388.73114088359,0.6851005095162532,4.2875717871684325
R_1JIRHCwW1EeIzn6,Exp,Ctrl,9,3,2,8,368,257,28300.56447421692,Ctrl_9_175.8_123.1,175.8,123.1,366.25,256.4583333333333,3238.3389499389486,BC,25,FALSE,1.8319123280817229,-25062.225524277972,25062.225524277972,0.8855733442034621,4.399036961999361
R_1JIRHCwW1EeIzn6,Exp,Ctrl,9,4,2,8,536,362,28300.56447421692,Ctrl_9_257.3_173.8,257.3,173.8,536.0416666666666,362.0833333333333,10575.90610396655,BC,13,FALSE,0.09316949906245735,-17724.65837025037,17724.65837025037,0.6263005243728734,4.248602374814582
R_1JIRHCwW1EeIzn6,Exp,Ctrl,9,5,2,8,530,442,28300.56447421692,Ctrl_9_254.1_211,254.1,211,529.375,439.5833333333333,28300.56447421692,BC,1,TRUE,2.496177633458378,0,0,0,0
R_1JIRHCwW1EeIzn6,Training,Ctrl,0,1,0,5,478,360,10,Ctrl_0_230.5_172.2,230.5,172.2,480.2083333333333,358.75,10,BC,1,TRUE,2.5375649964308358,0,0,0,0
R_1jJmOvG7P033AiM,Exp,Fru,3,1,1,8,407,452,1277,Fru_3_192.5_217.4,192.5,217.4,401.0416666666667,452.9166666666667,1085,BC,2,FALSE,6.028433784067691,-192,192,0.15035238841033674,2.285557309007774
R_1jJmOvG7P033AiM,Exp,Fru,3,2,1,8,274,383,1277,Fru_3_130.6_184.8,130.6,184.8,272.0833333333333,385,1277,BC,1,TRUE,2.7701283564324566,0,0,0,0
R_1jJmOvG7P033AiM,Exp,Fru,3,3,1,8,491,475,1277,Fru_3_234.9_229.8,234.9,229.8,489.375,478.75,819,BC,4,FALSE,4.086945681067954,-458,458,0.3586530931871574,2.661812685537261
R_1jJmOvG7P033AiM,Exp,Fru,5,1,2,5,514,97,12597.314500601015,Fru_5_244.9_47.5,244.9,47.5,510.2083333333333,98.95833333333333,1888.4014675997878,BC,7,FALSE,4.267529209689804,-10708.913033001227,10708.913033001227,0.8500949176501315,4.029785944273404
R_1jJmOvG7P033AiM,Exp,Fru,5,2,2,5,271,478,12597.314500601015,Fru_5_130.4_231.3,130.4,231.3,271.6666666666667,481.875,3433.580575424652,BC,3,FALSE,3.931929481112863,-9163.733925176362,9163.733925176362,0.7274355121275382,3.962119860841598
R_1jJmOvG7P033AiM,Exp,Fru,5,3,2,5,609,386,12597.314500601015,Fru_5_292.3_186.1,292.3,186.1,608.9583333333334,387.7083333333333,1777.6473181061426,BC,10,FALSE,1.70884138786747,-10819.667182494872,10819.667182494872,0.8588868033721527,4.034254039397438
R_1jJmOvG7P033AiM,Exp,Fru,5,4,2,5,213,399,12597.314500601015,Fru_5_101.2_191.7,101.2,191.7,210.83333333333334,399.375,1825.4759039550383,BC,8,FALSE,2.1988791336597844,-10771.838596645975,10771.838596645975,0.8550900746450407,4.032330153105633
R_1jJmOvG7P033AiM,Exp,Fru,8,1,3,8,206,341,40976.5,Fru_8_99.2_163.8,99.2,163.8,206.66666666666666,341.25,23618.000000000004,BC,2,FALSE,0.7120003121097853,-17358.499999999996,17358.499999999996,0.4236208558564054,4.239537212178714
R_1jJmOvG7P033AiM,Exp,Fru,8,2,3,8,460,257,40976.5,Fru_8_218.9_123.9,218.9,123.9,456.0416666666667,258.125,29.5,BC,69,FALSE,4.115097541708778,-40947,40947,0.9992800751650336,4.612232694614741
R_1jJmOvG7P033AiM,Exp,Fru,8,3,3,8,600,377,40976.5,Fru_8_287_182.3,287,182.3,597.9166666666666,379.7916666666667,0,BC,76,FALSE,3.483343301421182,-40976.5,40976.5,1,4.612545458962102
R_1jJmOvG7P033AiM,Exp,Fru,8,4,3,8,508,521,40976.5,Fru_8_245.3_250.8,245.3,250.8,511.0416666666667,522.5,13500,BC,10,FALSE,3.391420957520789,-27476.5,27476.5,0.6705428721340281,4.438977216539066
R_1jJmOvG7P033AiM,Exp,Fru,8,5,3,8,375,447,40976.5,Fru_8_180.3_214.5,180.3,214.5,375.625,446.875,23575,BC,3,FALSE,0.6373774391990981,-17401.5,17401.5,0.42467023781923785,4.240611642432826
R_1jJmOvG7P033AiM,Training,Fru,0,1,0,5,115,171,10,Fru_0_51.2_82.6,51.2,82.6,106.66666666666667,172.08333333333334,0,BC,3,FALSE,8.403454977302818,-10,10,1,1.0413926851582251
R_1jJmOvG7P033AiM,Training,Fru,0,2,0,5,363,382,10,Fru_0_174.9_183,174.9,183,364.375,381.25,10,BC,1,TRUE,1.5662455107677085,0,0,0,0
R_1JLLwtmVpef0qBe,Exp,Fru,5,1,3,1,610,387,12597.314500601015,Fru_5_292.3_186.1,292.3,186.1,608.9583333333334,387.7083333333333,1777.6473181061426,BC,10,FALSE,1.259684704819206,-10819.667182494872,10819.667182494872,0.8588868033721527,4.034254039397438
R_1JLLwtmVpef0qBe,Exp,Fru,5,2,3,1,421,380,12597.314500601015,Fru_5_202_183.4,202,183.4,420.8333333333333,382.0833333333333,643.2978947434469,BC,28,FALSE,2.0899893673307246,-11954.016605857567,11954.016605857567,0.9489337275248025,4.077550183699581
R_1JLLwtmVpef0qBe,Exp,Fru,5,3,3,1,112,390,12597.314500601015,Fru_5_52.9_187.6,52.9,187.6,110.20833333333333,390.8333333333333,447.2983646364253,BC,37,FALSE,1.9759842835632258,-12150.01613596459,12150.01613596459,0.9644925619174559,4.084612597587803
R_1JLLwtmVpef0qBe,Exp,Fru,5,4,3,1,274,480,12597.314500601015,Fru_5_130.4_231.3,130.4,231.3,271.6666666666667,481.875,3433.580575424652,BC,3,FALSE,2.9933375092769534,-9163.733925176362,9163.733925176362,0.7274355121275382,3.962119860841598
R_1JLLwtmVpef0qBe,Exp,Fru,5,5,3,1,517,179,12597.314500601015,Fru_5_248.3_87.8,248.3,87.8,517.2916666666666,182.91666666666666,3640.5794359413976,BC,2,FALSE,3.9275115814243153,-8956.735064659617,8956.735064659617,0.7110035289054896,3.952198213538688
R_1JLLwtmVpef0qBe,Exp,Fru,7,1,1,9,331,66,20081.761530136537,Fru_7_157.4_32.2,157.4,32.2,327.9166666666667,67.08333333333333,0,BC,33,FALSE,3.2681119251879105,-20081.761530136537,20081.761530136537,1,4.3028234313235085
R_1JLLwtmVpef0qBe,Exp,Fru,7,2,1,9,255,267,20081.761530136537,Fru_7_122.3_130.1,122.3,130.1,254.79166666666666,271.0416666666667,0,BC,33,FALSE,4.047032520529379,-20081.761530136537,20081.761530136537,1,4.3028234313235085
R_1JLLwtmVpef0qBe,Exp,Fru,7,3,1,9,628,450,20081.761530136537,Fru_7_300.8_215.4,300.8,215.4,626.6666666666666,448.75,0,BC,33,FALSE,1.82764268328847,-20081.761530136537,20081.761530136537,1,4.3028234313235085
R_1JLLwtmVpef0qBe,Exp,Fru,7,4,1,9,448,406,20081.761530136537,Fru_7_214.7_189.3,214.7,189.3,447.2916666666667,394.375,0,BC,33,FALSE,11.646560054844997,-20081.761530136537,20081.761530136537,1,4.3028234313235085
R_1JLLwtmVpef0qBe,Exp,Fru,7,5,1,9,591,259,20081.761530136537,Fru_7_283_124.8,283,124.8,589.5833333333334,260,4.5,BC,23,FALSE,1.7340543372237034,-20077.261530136537,20077.261530136537,0.9997759160722406,4.302726106851778
R_1JLLwtmVpef0qBe,Exp,Fru,9,1,2,3,437,78,28300.564474216924,Fru_9_213.1_37.8,213.1,37.8,443.9583333333333,78.75,1496,BC,43,FALSE,6.998635779762904,-26804.564474216924,26804.564474216924,0.9471388635600211,4.428224957073596
R_1JLLwtmVpef0qBe,Exp,Fru,9,2,2,3,346,161,28300.564474216924,Fru_9_168_77.4,168,77.4,350,161.25,10575.906103966547,BC,13,FALSE,4.00780488547035,-17724.658370250378,17724.658370250378,0.6263005243728736,4.248602374814582
R_1JLLwtmVpef0qBe,Exp,Fru,9,3,2,3,220,198,28300.564474216924,Fru_9_108.8_95,108.8,95,226.66666666666666,197.91666666666666,4601.692492251473,BC,20,FALSE,6.667187479656527,-23698.87198196545,23698.87198196545,0.837399268256864,4.374746000116596
R_1JLLwtmVpef0qBe,Exp,Fru,9,4,2,3,331,282,28300.564474216924,Fru_9_160.3_137.1,160.3,137.1,333.9583333333333,285.625,28300.564474216924,BC,1,TRUE,4.678927346209919,0,0,0,0
R_1JLLwtmVpef0qBe,Exp,Fru,9,5,2,3,368,403,28300.564474216924,Fru_9_178.3_194.1,178.3,194.1,371.4583333333333,404.375,16506.036277362127,BC,7,FALSE,3.721652112227084,-11794.528196854797,11794.528196854797,0.41675946808764675,4.071717393109981
R_1JLLwtmVpef0qBe,Training,Fru,0,1,0,5,626,176,10,Fru_0_300_84.2,300,84.2,625,175.41666666666666,6,BC,2,FALSE,1.1577036657874884,-4,4,0.4,0.6989700043360189
R_1JLLwtmVpef0qBe,Training,Fru,0,2,0,5,687,454,10,Fru_0_330.3_218.8,330.3,218.8,688.125,455.8333333333333,0,BC,3,FALSE,2.150984916523368,-10,10,1,1.0413926851582251
R_1JLLwtmVpef0qBe,Training,Fru,0,3,0,5,509,681,10,Fru_0_243.7_326.2,243.7,326.2,507.7083333333333,679.5833333333334,0,BC,3,FALSE,1.917119511721208,-10,10,1,1.0413926851582251
R_1JLLwtmVpef0qBe,Training,Fru,0,4,0,5,218,682,10,Fru_0_105.4_326.1,105.4,326.1,219.58333333333334,679.375,0,BC,3,FALSE,3.0655455378194065,-10,10,1,1.0413926851582251
R_1JLLwtmVpef0qBe,Training,Fru,0,5,0,5,43,450,10,Fru_0_19.7_217.4,19.7,217.4,41.041666666666664,452.9166666666667,0,BC,3,FALSE,3.5131202497052403,-10,10,1,1.0413926851582251
R_1jMT6qhp5KPkVcc,Exp,Phr,1,1,1,7,382,366,69.71428571428572,Ctrl_1_184.1_176.3,184.1,176.3,383.5416666666667,367.2916666666667,69.71428571428572,BC,1,TRUE,2.0112530643578883,0,0,0,0
