Demo-ResponseID,QType,Condition,Dataset,Task,Coord,Response,DatasetOrder,TaskOrder
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,X1,44,3,8
R_21GuGbOtlMKhqLY,Exp,Cir,9,BC,X1,624,1,2
R_becylR2e3NnqGXv,Exp,Cir,9,BC,X1,143,2,9
R_3KU7vDf9mAYm0A9,Exp,Cir,9,BC,X1,149,3,1
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,X1,452,1,7
R_3efyOvSIxKkoAj4,Exp,Cir,9,BC,X1,298,1,3
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,X1,646,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,X1,123,1,4
R_3KqW3ZiXi2XYy0V,Exp,Cir,9,BC,X1,45,2,5
R_9zQxJazYsCziODT,Exp,Cir,9,BC,X1,453,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,X1,663,3,5
R_2VOVizdhryyjNjn,Exp,Cir,9,BC,X1,618,2,7
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,X1,696,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,X1,408,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,X1,690,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,X1,77,3,8
R_50TVnLiJ3Pdteq5,Exp,Cir,9,BC,X1,298,3,1
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,X1,77,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,X1,45,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,X1,455,3,6
R_1eXgYncZtcsDztv,Exp,Cir,9,BC,X1,64,3,7
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,X1,614,3,1
R_1Zj8wW4kr5mQpNL,Exp,Cir,9,BC,X1,628,3,2
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,X1,534,2,5
R_yWt2AmPi1a6CZln,Exp,Cir,9,BC,X1,625,1,6
R_31vo2bsd3p5YQ93,Exp,Cir,9,BC,X1,622,3,3
R_1PUeEfNVWiTrGV5,Exp,Cir,9,BC,X1,592,2,3
R_02JW8bTjiC9LnaN,Exp,Cir,9,BC,X1,182,2,8
R_2w02JBsTgrzYwbo,Exp,Cir,9,BC,X1,451,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,X1,110,2,5
R_sA2sWWKKM6m0nq9,Exp,Cir,9,BC,X1,303,1,3
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,X1,604,2,2
R_33j7oDTDhdPCtSr,Exp,Cir,9,BC,X1,132,1,4
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,X1,75,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,X1,611,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,X1,237,2,4
R_r3Cjj7orUCVKs49,Exp,Cir,9,BC,X1,618,1,5
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,X1,48,1,5
R_1FtXtPCBAOrqURu,Exp,Cir,9,BC,X1,623,1,3
R_1ou6l7qiLdWVo7g,Exp,Cir,9,BC,Y1,37,3,7
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,Y1,615,2,6
R_2WI3e8puY6AMGOo,Exp,Cir,9,BC,Y1,613,3,4
R_3MyUwSgEqr9cP89,Exp,Cir,9,BC,Y1,616,3,3
R_1K3aKeMbIaEJ47k,Exp,Cir,9,BC,Y1,444,3,1
R_3HuJVaiKRzhOPhL,Exp,Cir,9,BC,Y1,28,1,4
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,Y1,43,3,3
R_vC8LzRedEEaupvX,Exp,Cir,9,BC,Y1,133,2,1
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,Y1,684,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,Y1,153,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,Y1,145,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,Y1,505,2,9
R_tEcLt443x0i2qcN,Exp,Cir,9,BC,Y1,143,2,5
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,Y1,56,1,2
R_1Qnh2HmN0L0znv6,Exp,Cir,9,BC,Y1,45,2,7
R_1H0KpKxcCXetC7Y,Exp,Cir,9,BC,Y1,449,1,6
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,Y1,373,1,1
R_2CCTUBugVwwHEJD,Exp,Cir,9,BC,Y1,565,2,5
R_qVpcZWGKLjORmJX,Exp,Cir,9,BC,Y1,60,2,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,Y1,39,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,Y1,154,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,Y1,548,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,Y1,36,2,3
R_3KCjSrDvVh9R1o0,Exp,Cir,9,BC,Y1,580,3,3
R_2fedav05uyBIjsk,Exp,Cir,9,BC,Y1,548,1,2
R_BM81kEqseDWhail,Exp,Cir,9,BC,Y1,592,3,2
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,Y1,467,3,6
R_2aOyLV1qBxPX2Q6,Exp,Cir,9,BC,Y1,193,1,5
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,Y1,270,3,8
R_21GuGbOtlMKhqLY,Exp,Cir,9,BC,Y1,563,1,2
R_becylR2e3NnqGXv,Exp,Cir,9,BC,Y1,618,2,9
R_3KU7vDf9mAYm0A9,Exp,Cir,9,BC,Y1,607,3,1
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,Y1,317,1,7
R_3efyOvSIxKkoAj4,Exp,Cir,9,BC,Y1,688,1,3
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,Y1,549,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,Y1,135,1,4
R_3KqW3ZiXi2XYy0V,Exp,Cir,9,BC,Y1,267,2,5
R_9zQxJazYsCziODT,Exp,Cir,9,BC,Y1,39,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,Y1,199,3,5
R_2VOVizdhryyjNjn,Exp,Cir,9,BC,Y1,591,2,7
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,Y1,446,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,Y1,451,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,Y1,447,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,Y1,523,3,8
R_50TVnLiJ3Pdteq5,Exp,Cir,9,BC,Y1,39,3,1
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,Y1,544,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,Y1,273,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,Y1,606,3,6
R_1eXgYncZtcsDztv,Exp,Cir,9,BC,Y1,315,3,7
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,Y1,591,3,1
R_1Zj8wW4kr5mQpNL,Exp,Cir,9,BC,Y1,571,3,2
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,Y1,655,2,5
R_yWt2AmPi1a6CZln,Exp,Cir,9,BC,Y1,565,1,6
R_31vo2bsd3p5YQ93,Exp,Cir,9,BC,Y1,569,3,3
R_1PUeEfNVWiTrGV5,Exp,Cir,9,BC,Y1,610,2,3
R_02JW8bTjiC9LnaN,Exp,Cir,9,BC,Y1,80,2,8
R_2w02JBsTgrzYwbo,Exp,Cir,9,BC,Y1,38,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,Y1,138,2,5
R_sA2sWWKKM6m0nq9,Exp,Cir,9,BC,Y1,686,1,3
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,Y1,657,2,2
R_33j7oDTDhdPCtSr,Exp,Cir,9,BC,Y1,151,1,4
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,Y1,198,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,Y1,587,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,Y1,56,2,4
R_r3Cjj7orUCVKs49,Exp,Cir,9,BC,Y1,157,1,5
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,Y1,465,1,5
R_1FtXtPCBAOrqURu,Exp,Cir,9,BC,Y1,582,1,3
R_1ou6l7qiLdWVo7g,Exp,Cir,9,BC,X2,448,3,7
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,X2,617,2,6
R_2WI3e8puY6AMGOo,Exp,Cir,9,BC,X2,590,3,4
R_3MyUwSgEqr9cP89,Exp,Cir,9,BC,X2,445,3,3
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,X2,617,3,3
R_vC8LzRedEEaupvX,Exp,Cir,9,BC,X2,623,2,1
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,X2,567,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,X2,623,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,X2,629,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,X2,464,2,9
R_tEcLt443x0i2qcN,Exp,Cir,9,BC,X2,614,2,5
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,X2,85,1,2
R_1Qnh2HmN0L0znv6,Exp,Cir,9,BC,X2,37,2,7
R_1H0KpKxcCXetC7Y,Exp,Cir,9,BC,X2,285,1,6
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,X2,520,1,1
R_2CCTUBugVwwHEJD,Exp,Cir,9,BC,X2,99,2,5
R_qVpcZWGKLjORmJX,Exp,Cir,9,BC,X2,58,2,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,X2,39,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,X2,297,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,X2,143,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,X2,447,2,3
R_3KCjSrDvVh9R1o0,Exp,Cir,9,BC,X2,244,3,3
R_2fedav05uyBIjsk,Exp,Cir,9,BC,X2,199,1,2
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,X2,240,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,X2,114,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,X2,73,2,9
R_3KU7vDf9mAYm0A9,Exp,Cir,9,BC,X2,620,3,1
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,X2,180,1,7
R_3efyOvSIxKkoAj4,Exp,Cir,9,BC,X2,459,1,3
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,X2,613,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,X2,533,1,4
R_3KqW3ZiXi2XYy0V,Exp,Cir,9,BC,X2,687,2,5
R_9zQxJazYsCziODT,Exp,Cir,9,BC,X2,531,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,X2,696,3,5
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,X2,137,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,X2,294,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,X2,623,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,X2,155,3,8
R_50TVnLiJ3Pdteq5,Exp,Cir,9,BC,X2,588,3,1
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,X2,629,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,X2,620,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,X2,197,3,6
R_1eXgYncZtcsDztv,Exp,Cir,9,BC,X2,618,3,7
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,X2,692,3,1
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,X2,623,2,5
R_yWt2AmPi1a6CZln,Exp,Cir,9,BC,X2,626,1,6
R_1PUeEfNVWiTrGV5,Exp,Cir,9,BC,X2,70,2,3
R_02JW8bTjiC9LnaN,Exp,Cir,9,BC,X2,117,2,8
R_2w02JBsTgrzYwbo,Exp,Cir,9,BC,X2,535,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,X2,592,2,5
R_sA2sWWKKM6m0nq9,Exp,Cir,9,BC,X2,684,1,3
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,X2,591,2,2
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,X2,630,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,X2,563,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,X2,533,2,4
R_r3Cjj7orUCVKs49,Exp,Cir,9,BC,X2,172,1,5
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,X2,682,1,5
R_1FtXtPCBAOrqURu,Exp,Cir,9,BC,X2,629,1,3
R_1ou6l7qiLdWVo7g,Exp,Cir,9,BC,Y2,39,3,7
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,Y2,590,2,6
R_2WI3e8puY6AMGOo,Exp,Cir,9,BC,Y2,615,3,4
R_3MyUwSgEqr9cP89,Exp,Cir,9,BC,Y2,38,3,3
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,Y2,153,3,3
R_vC8LzRedEEaupvX,Exp,Cir,9,BC,Y2,587,2,1
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,Y2,618,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,Y2,561,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,Y2,570,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,Y2,687,2,9
R_tEcLt443x0i2qcN,Exp,Cir,9,BC,Y2,592,2,5
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,Y2,543,1,2
R_1Qnh2HmN0L0znv6,Exp,Cir,9,BC,Y2,340,2,7
R_1H0KpKxcCXetC7Y,Exp,Cir,9,BC,Y2,523,1,6
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,Y2,496,1,1
R_2CCTUBugVwwHEJD,Exp,Cir,9,BC,Y2,165,2,5
R_qVpcZWGKLjORmJX,Exp,Cir,9,BC,Y2,302,2,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,Y2,267,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,Y2,688,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,Y2,617,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,Y2,37,2,3
R_3KCjSrDvVh9R1o0,Exp,Cir,9,BC,Y2,684,3,3
R_2fedav05uyBIjsk,Exp,Cir,9,BC,Y2,657,1,2
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,Y2,677,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,Y2,160,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,Y2,526,2,9
R_3KU7vDf9mAYm0A9,Exp,Cir,9,BC,Y2,155,3,1
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,Y2,454,1,7
R_3efyOvSIxKkoAj4,Exp,Cir,9,BC,Y2,677,1,3
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,Y2,590,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,Y2,659,1,4
R_3KqW3ZiXi2XYy0V,Exp,Cir,9,BC,Y2,439,2,5
R_9zQxJazYsCziODT,Exp,Cir,9,BC,Y2,653,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,Y2,313,3,5
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,Y2,618,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,Y2,524,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,Y2,575,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,Y2,614,3,8
R_50TVnLiJ3Pdteq5,Exp,Cir,9,BC,Y2,602,3,1
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,Y2,587,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,Y2,579,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,Y2,461,3,6
R_1eXgYncZtcsDztv,Exp,Cir,9,BC,Y2,157,3,7
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,Y2,445,3,1
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,Y2,152,2,5
R_yWt2AmPi1a6CZln,Exp,Cir,9,BC,Y2,158,1,6
R_1PUeEfNVWiTrGV5,Exp,Cir,9,BC,Y2,528,2,3
R_02JW8bTjiC9LnaN,Exp,Cir,9,BC,Y2,135,2,8
R_2w02JBsTgrzYwbo,Exp,Cir,9,BC,Y2,652,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,Y2,615,2,5
R_sA2sWWKKM6m0nq9,Exp,Cir,9,BC,Y2,441,1,3
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,Y2,628,2,2
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,Y2,155,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,Y2,622,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,Y2,653,2,4
R_r3Cjj7orUCVKs49,Exp,Cir,9,BC,Y2,103,1,5
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,Y2,454,1,5
R_1FtXtPCBAOrqURu,Exp,Cir,9,BC,Y2,160,1,3
R_1ou6l7qiLdWVo7g,Exp,Cir,9,BC,X3,623,3,7
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,X3,113,2,6
R_2WI3e8puY6AMGOo,Exp,Cir,9,BC,X3,169,3,4
R_3MyUwSgEqr9cP89,Exp,Cir,9,BC,X3,40,3,3
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,X3,618,3,3
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,X3,623,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,X3,252,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,X3,34,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,X3,358,2,9
R_tEcLt443x0i2qcN,Exp,Cir,9,BC,X3,687,2,5
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,X3,149,1,2
R_1Qnh2HmN0L0znv6,Exp,Cir,9,BC,X3,461,2,7
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,X3,181,1,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,X3,689,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,X3,45,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,X3,42,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,X3,647,2,3
R_2fedav05uyBIjsk,Exp,Cir,9,BC,X3,465,1,2
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,X3,607,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,X3,465,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,X3,446,2,9
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,X3,410,1,7
R_3efyOvSIxKkoAj4,Exp,Cir,9,BC,X3,588,1,3
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,X3,533,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,X3,24,1,4
R_9zQxJazYsCziODT,Exp,Cir,9,BC,X3,232,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,X3,687,3,5
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,X3,535,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,X3,456,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,X3,145,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,X3,103,3,8
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,X3,610,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,X3,623,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,X3,653,3,6
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,X3,45,3,1
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,X3,456,2,5
R_02JW8bTjiC9LnaN,Exp,Cir,9,BC,X3,74,2,8
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,X3,622,2,5
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,X3,591,2,2
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,X3,86,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,X3,694,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,X3,450,2,4
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,X3,116,1,5
R_1FtXtPCBAOrqURu,Exp,Cir,9,BC,X3,73,1,3
R_1ou6l7qiLdWVo7g,Exp,Cir,9,BC,Y3,585,3,7
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,Y3,140,2,6
R_2WI3e8puY6AMGOo,Exp,Cir,9,BC,Y3,84,3,4
R_3MyUwSgEqr9cP89,Exp,Cir,9,BC,Y3,465,3,3
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,Y3,589,3,3
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,Y3,557,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,Y3,676,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,Y3,405,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,Y3,702,2,9
R_tEcLt443x0i2qcN,Exp,Cir,9,BC,Y3,441,2,5
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,Y3,611,1,2
R_1Qnh2HmN0L0znv6,Exp,Cir,9,BC,Y3,682,2,7
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,Y3,471,1,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,Y3,271,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,Y3,270,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,Y3,458,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,Y3,550,2,3
R_2fedav05uyBIjsk,Exp,Cir,9,BC,Y3,688,1,2
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,Y3,591,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,Y3,685,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,Y3,41,2,9
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,Y3,447,1,7
R_3efyOvSIxKkoAj4,Exp,Cir,9,BC,Y3,597,1,3
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,Y3,653,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,Y3,377,1,4
R_9zQxJazYsCziODT,Exp,Cir,9,BC,Y3,675,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,Y3,450,3,5
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,Y3,656,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,Y3,326,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,Y3,614,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,Y3,154,3,8
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,Y3,596,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,Y3,153,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,Y3,421,3,6
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,Y3,269,3,1
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,Y3,39,2,5
R_02JW8bTjiC9LnaN,Exp,Cir,9,BC,Y3,532,2,8
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,Y3,151,2,5
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,Y3,612,2,2
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,Y3,554,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,Y3,445,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,Y3,37,2,4
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,Y3,141,1,5
R_1FtXtPCBAOrqURu,Exp,Cir,9,BC,Y3,188,1,3
R_1ou6l7qiLdWVo7g,Exp,Cir,9,BC,X4,299,3,7
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,X4,452,2,6
R_3MyUwSgEqr9cP89,Exp,Cir,9,BC,X4,197,3,3
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,X4,590,3,3
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,X4,531,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,X4,85,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,X4,145,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,X4,296,2,9
R_tEcLt443x0i2qcN,Exp,Cir,9,BC,X4,111,2,5
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,X4,534,1,2
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,X4,296,1,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,X4,530,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,X4,689,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,X4,116,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,X4,687,2,3
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,X4,698,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,X4,684,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,X4,357,2,9
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,X4,655,1,7
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,X4,42,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,X4,74,1,4
R_9zQxJazYsCziODT,Exp,Cir,9,BC,X4,616,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,X4,644,3,5
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,X4,617,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,X4,296,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,X4,73,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,X4,622,3,8
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,X4,532,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,X4,292,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,X4,405,3,6
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,X4,126,3,1
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,X4,43,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,X4,140,2,5
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,X4,624,2,2
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,X4,538,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,X4,455,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,X4,617,2,4
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,X4,184,1,5
R_1ou6l7qiLdWVo7g,Exp,Cir,9,BC,Y4,692,3,7
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,Y4,39,2,6
R_3MyUwSgEqr9cP89,Exp,Cir,9,BC,Y4,658,3,3
