Demo-ResponseID,QType,Condition,Dataset,Task,Coord,Response,DatasetOrder,TaskOrder
R_2eVIY5yxpmp6hQj,Exp,Cir,8,LargeClust1,NA,10,1,7
R_TtoRMdnrRvX0SNb,Exp,Cir,8,LargeClust1,NA,50,2,6
R_1FrIvsu5qdBgSIb,Exp,Cir,8,LargeClust1,NA,69,2,9
R_1dN231ZG74ZFsWk,Exp,Cir,8,LargeClust1,NA,10,3,9
R_2a9UfXz1K6wvI3K,Exp,Cir,8,LargeClust1,NA,25,1,7
R_2y15EOSGo33HMbD,Exp,Cir,8,NumNodes,NA,25,1,6
R_1kFiZdYBrS8kVqm,Exp,Cir,8,NumNodes,NA,6,1,2
R_1luwrjPVBnejM9Z,Exp,Cir,8,NumNodes,NA,1000,1,9
R_Z2Aa6i3XhafgzfP,Exp,Cir,8,NumNodes,NA,10,2,1
R_2dm7uHfW8j1kjxz,Exp,Cir,8,NumNodes,NA,200,3,8
R_3fBLPbdToWiDs5P,Exp,Cir,8,NumNodes,NA,400,3,2
R_2f1zy6PjoIyt6Wg,Exp,Cir,8,NumNodes,NA,100,1,4
R_3NPcjVtkQdpDXWU,Exp,Cir,8,NumNodes,NA,120,1,8
R_11dZ0aCKQJVLv10,Exp,Cir,8,NumNodes,NA,225,2,1
R_2QRMWU85SNyLYDU,Exp,Cir,8,NumNodes,NA,15,1,8
R_Wv5mxB94zY0CAYF,Exp,Cir,8,NumNodes,NA,360,2,1
R_pRuBwCD1qjeKxfr,Exp,Cir,8,NumNodes,NA,26,2,1
R_2aOyLV1qBxPX2Q6,Exp,Cir,8,NumNodes,NA,18,3,6
R_3HjJy1jlrgawauR,Exp,Cir,8,NumNodes,NA,200,2,1
R_2aVaM6qz8ENjkYJ,Exp,Cir,8,NumNodes,NA,300,2,3
R_21GuGbOtlMKhqLY,Exp,Cir,8,NumNodes,NA,12,2,5
R_tPrstHmomt2TMSR,Exp,Cir,8,NumNodes,NA,200,1,9
R_3M5ygkqniOwUaC4,Exp,Cir,8,NumNodes,NA,50,2,4
R_1JVEIHHvh45oH7h,Exp,Cir,8,NumNodes,NA,6,2,2
R_3efyOvSIxKkoAj4,Exp,Cir,8,NumNodes,NA,300,3,2
R_81iAJq02FY5QMFP,Exp,Cir,8,NumNodes,NA,100,1,4
R_RJoYw5sIl0z5jvX,Exp,Cir,8,NumNodes,NA,40,3,1
R_31sYrOriLb6l7UE,Exp,Cir,8,NumNodes,NA,280,3,8
R_21Ere9e6x71MEw8,Exp,Cir,8,NumNodes,NA,200,2,9
R_2VOVizdhryyjNjn,Exp,Cir,8,NumNodes,NA,130,3,6
R_29svyhukvza3N86,Exp,Cir,8,NumNodes,NA,160,2,9
R_3RdsjMfj70mWWFB,Exp,Cir,8,NumNodes,NA,140,3,1
R_3nJdvvERY9lYTgC,Exp,Cir,8,NumNodes,NA,40,1,3
R_2vexz8al91Wqk57,Exp,Cir,8,NumNodes,NA,78,3,5
R_AvSYJRSkfo6RE9b,Exp,Cir,8,NumNodes,NA,400,1,9
R_8qtSrXa0lu6PtHH,Exp,Cir,8,NumNodes,NA,500,3,9
R_3QPeDHSrQx8g60O,Exp,Cir,8,NumNodes,NA,200,2,5
R_vdZvWHiOr9fdhg5,Exp,Cir,8,NumNodes,NA,65,1,7
R_2Bn5eFJFYMcMTYi,Exp,Cir,8,NumNodes,NA,0,3,1
R_26gnROoZIBWpDsP,Exp,Cir,8,NumNodes,NA,145,2,9
R_12tfccrP0H62s0R,Exp,Cir,8,NumNodes,NA,20,2,9
R_UfMyiAWqvyjus0x,Exp,Cir,8,NumNodes,NA,35,2,3
R_2UbW0VLkFdGBV3d,Exp,Cir,8,NumNodes,NA,200,3,7
R_BVaQ3hdMFBZiFQR,Exp,Cir,8,NumNodes,NA,4,1,1
R_3EA0BTS1S0q2lpr,Exp,Cir,8,NumNodes,NA,110,3,8
R_1Nx2MevV7jaSAVW,Exp,Cir,8,NumNodes,NA,400,3,8
R_88qD0bYhuZYL3DH,Exp,Cir,8,NumNodes,NA,500,3,1
R_2eVIY5yxpmp6hQj,Exp,Cir,8,NumNodes,NA,300,1,2
R_TtoRMdnrRvX0SNb,Exp,Cir,8,NumNodes,NA,3,2,1
R_1FrIvsu5qdBgSIb,Exp,Cir,8,NumNodes,NA,40,2,7
R_1dN231ZG74ZFsWk,Exp,Cir,8,NumNodes,NA,2500,3,5
R_33j7oDTDhdPCtSr,Exp,Cir,8,NumNodes,NA,50,2,2
R_2a9UfXz1K6wvI3K,Exp,Cir,8,NumNodes,NA,90,1,1
R_2y15EOSGo33HMbD,Exp,Cir,8,AvgDeg,NA,3,1,4
R_1kFiZdYBrS8kVqm,Exp,Cir,8,AvgDeg,NA,7,1,7
R_1luwrjPVBnejM9Z,Exp,Cir,8,AvgDeg,NA,2,1,6
R_Z2Aa6i3XhafgzfP,Exp,Cir,8,AvgDeg,NA,10,2,7
R_2dm7uHfW8j1kjxz,Exp,Cir,8,AvgDeg,NA,300,3,9
R_3fBLPbdToWiDs5P,Exp,Cir,8,AvgDeg,NA,10,3,9
R_2f1zy6PjoIyt6Wg,Exp,Cir,8,AvgDeg,NA,8,1,7
R_3NPcjVtkQdpDXWU,Exp,Cir,8,AvgDeg,NA,5,1,6
R_11dZ0aCKQJVLv10,Exp,Cir,8,AvgDeg,NA,2,2,3
R_2QRMWU85SNyLYDU,Exp,Cir,8,AvgDeg,NA,4,1,5
R_Wv5mxB94zY0CAYF,Exp,Cir,8,AvgDeg,NA,4,2,5
R_pRuBwCD1qjeKxfr,Exp,Cir,8,AvgDeg,NA,33,2,7
R_2aOyLV1qBxPX2Q6,Exp,Cir,8,AvgDeg,NA,50,3,2
R_3HjJy1jlrgawauR,Exp,Cir,8,AvgDeg,NA,1,2,8
R_2aVaM6qz8ENjkYJ,Exp,Cir,8,AvgDeg,NA,10,2,6
R_21GuGbOtlMKhqLY,Exp,Cir,8,AvgDeg,NA,4,2,3
R_tPrstHmomt2TMSR,Exp,Cir,8,AvgDeg,NA,10,1,2
R_3M5ygkqniOwUaC4,Exp,Cir,8,AvgDeg,NA,20,2,9
R_1JVEIHHvh45oH7h,Exp,Cir,8,AvgDeg,NA,50,2,7
R_3efyOvSIxKkoAj4,Exp,Cir,8,AvgDeg,NA,2,3,1
R_81iAJq02FY5QMFP,Exp,Cir,8,AvgDeg,NA,7,1,8
R_RJoYw5sIl0z5jvX,Exp,Cir,8,AvgDeg,NA,80,3,2
R_31sYrOriLb6l7UE,Exp,Cir,8,AvgDeg,NA,0.25,3,6
R_21Ere9e6x71MEw8,Exp,Cir,8,AvgDeg,NA,2,2,1
R_2VOVizdhryyjNjn,Exp,Cir,8,AvgDeg,NA,14,3,3
R_29svyhukvza3N86,Exp,Cir,8,AvgDeg,NA,3,2,1
R_3RdsjMfj70mWWFB,Exp,Cir,8,AvgDeg,NA,3,3,5
R_3nJdvvERY9lYTgC,Exp,Cir,8,AvgDeg,NA,4,1,2
R_2vexz8al91Wqk57,Exp,Cir,8,AvgDeg,NA,21,3,8
R_AvSYJRSkfo6RE9b,Exp,Cir,8,AvgDeg,NA,2,1,4
R_8qtSrXa0lu6PtHH,Exp,Cir,8,AvgDeg,NA,2,3,1
R_3QPeDHSrQx8g60O,Exp,Cir,8,AvgDeg,NA,10,2,9
R_vdZvWHiOr9fdhg5,Exp,Cir,8,AvgDeg,NA,3,1,4
R_2Bn5eFJFYMcMTYi,Exp,Cir,8,AvgDeg,NA,3,3,9
R_26gnROoZIBWpDsP,Exp,Cir,8,AvgDeg,NA,3,2,7
R_12tfccrP0H62s0R,Exp,Cir,8,AvgDeg,NA,30,2,3
R_UfMyiAWqvyjus0x,Exp,Cir,8,AvgDeg,NA,5,2,6
R_2UbW0VLkFdGBV3d,Exp,Cir,8,AvgDeg,NA,2,3,6
R_BVaQ3hdMFBZiFQR,Exp,Cir,8,AvgDeg,NA,4,1,5
R_3EA0BTS1S0q2lpr,Exp,Cir,8,AvgDeg,NA,100,3,2
R_1Nx2MevV7jaSAVW,Exp,Cir,8,AvgDeg,NA,200,3,1
R_88qD0bYhuZYL3DH,Exp,Cir,8,AvgDeg,NA,10,3,3
R_2eVIY5yxpmp6hQj,Exp,Cir,8,AvgDeg,NA,1,1,4
R_TtoRMdnrRvX0SNb,Exp,Cir,8,AvgDeg,NA,6,2,3
R_1FrIvsu5qdBgSIb,Exp,Cir,8,AvgDeg,NA,1,2,4
R_1dN231ZG74ZFsWk,Exp,Cir,8,AvgDeg,NA,0.25,3,8
R_2a9UfXz1K6wvI3K,Exp,Cir,8,AvgDeg,NA,12,1,4
R_2y15EOSGo33HMbD,Exp,Cir,8,NumLinks,NA,75,1,7
R_1kFiZdYBrS8kVqm,Exp,Cir,8,NumLinks,NA,35,1,5
R_1luwrjPVBnejM9Z,Exp,Cir,8,NumLinks,NA,60,1,3
R_Z2Aa6i3XhafgzfP,Exp,Cir,8,NumLinks,NA,7,2,3
R_2dm7uHfW8j1kjxz,Exp,Cir,8,NumLinks,NA,70,3,7
R_3fBLPbdToWiDs5P,Exp,Cir,8,NumLinks,NA,200,3,1
R_2f1zy6PjoIyt6Wg,Exp,Cir,8,NumLinks,NA,50,1,2
R_3NPcjVtkQdpDXWU,Exp,Cir,8,NumLinks,NA,45,1,2
R_11dZ0aCKQJVLv10,Exp,Cir,8,NumLinks,NA,115,2,5
R_2QRMWU85SNyLYDU,Exp,Cir,8,NumLinks,NA,55,1,7
R_Wv5mxB94zY0CAYF,Exp,Cir,8,NumLinks,NA,500,2,4
R_pRuBwCD1qjeKxfr,Exp,Cir,8,NumLinks,NA,33,2,9
R_2aOyLV1qBxPX2Q6,Exp,Cir,8,NumLinks,NA,70,3,9
R_3HjJy1jlrgawauR,Exp,Cir,8,NumLinks,NA,290,2,9
R_2aVaM6qz8ENjkYJ,Exp,Cir,8,NumLinks,NA,21,2,2
R_21GuGbOtlMKhqLY,Exp,Cir,8,NumLinks,NA,24,2,2
R_tPrstHmomt2TMSR,Exp,Cir,8,NumLinks,NA,75,1,5
R_3M5ygkqniOwUaC4,Exp,Cir,8,NumLinks,NA,55,2,6
R_1JVEIHHvh45oH7h,Exp,Cir,8,NumLinks,NA,60,2,5
R_3efyOvSIxKkoAj4,Exp,Cir,8,NumLinks,NA,100,3,5
R_81iAJq02FY5QMFP,Exp,Cir,8,NumLinks,NA,60,1,6
R_RJoYw5sIl0z5jvX,Exp,Cir,8,NumLinks,NA,60,3,7
R_31sYrOriLb6l7UE,Exp,Cir,8,NumLinks,NA,75,3,2
R_21Ere9e6x71MEw8,Exp,Cir,8,NumLinks,NA,500,2,6
R_2VOVizdhryyjNjn,Exp,Cir,8,NumLinks,NA,400,3,1
R_29svyhukvza3N86,Exp,Cir,8,NumLinks,NA,540,2,5
R_3RdsjMfj70mWWFB,Exp,Cir,8,NumLinks,NA,150,3,8
R_3nJdvvERY9lYTgC,Exp,Cir,8,NumLinks,NA,80,1,1
R_2vexz8al91Wqk57,Exp,Cir,8,NumLinks,NA,156,3,7
R_AvSYJRSkfo6RE9b,Exp,Cir,8,NumLinks,NA,172,1,5
R_8qtSrXa0lu6PtHH,Exp,Cir,8,NumLinks,NA,100,3,5
R_3QPeDHSrQx8g60O,Exp,Cir,8,NumLinks,NA,100,2,6
R_vdZvWHiOr9fdhg5,Exp,Cir,8,NumLinks,NA,85,1,5
R_2Bn5eFJFYMcMTYi,Exp,Cir,8,NumLinks,NA,98,3,8
R_26gnROoZIBWpDsP,Exp,Cir,8,NumLinks,NA,234,2,8
R_12tfccrP0H62s0R,Exp,Cir,8,NumLinks,NA,3,2,7
R_UfMyiAWqvyjus0x,Exp,Cir,8,NumLinks,NA,65,2,8
R_2UbW0VLkFdGBV3d,Exp,Cir,8,NumLinks,NA,98,3,1
R_BVaQ3hdMFBZiFQR,Exp,Cir,8,NumLinks,NA,80,1,9
R_3EA0BTS1S0q2lpr,Exp,Cir,8,NumLinks,NA,100,3,7
R_1Nx2MevV7jaSAVW,Exp,Cir,8,NumLinks,NA,300,3,9
R_88qD0bYhuZYL3DH,Exp,Cir,8,NumLinks,NA,50,3,8
R_2eVIY5yxpmp6hQj,Exp,Cir,8,NumLinks,NA,80,1,8
R_TtoRMdnrRvX0SNb,Exp,Cir,8,NumLinks,NA,30,2,9
R_1FrIvsu5qdBgSIb,Exp,Cir,8,NumLinks,NA,50,2,6
R_1dN231ZG74ZFsWk,Exp,Cir,8,NumLinks,NA,50,3,4
R_2a9UfXz1K6wvI3K,Exp,Cir,8,NumLinks,NA,137,1,3
R_2WMUAsnokqNxsOV,Exp,Fru,3,NumHighDegree,NA,9,2,5
R_10ID8KU4OpcM6ji,Exp,Fru,3,NumHighDegree,NA,7,3,2
R_3Eyf9heL2DHlboU,Exp,Fru,3,NumHighDegree,NA,10,1,2
R_XkbwE1B3htcCeid,Exp,Fru,3,NumHighDegree,NA,9,2,8
R_2OOUaDOdbFd1m2I,Exp,Fru,3,NumHighDegree,NA,8,1,5
R_2y1lPgSSHWguVMD,Exp,Fru,3,NumHighDegree,NA,11,2,3
R_1jJmOvG7P033AiM,Exp,Fru,3,NumHighDegree,NA,7,1,5
R_3KMZz1NJNATktGf,Exp,Fru,3,NumHighDegree,NA,9,3,8
R_1CCLd4CF9aUNo28,Exp,Fru,3,NumHighDegree,NA,7,1,7
R_3jVG7aRJVG4nfbb,Exp,Fru,3,NumHighDegree,NA,11,2,7
R_3R8zvz9QduV5dgK,Exp,Fru,3,NumHighDegree,NA,10,3,1
R_3Eo4gV47CYM4SXZ,Exp,Fru,3,NumHighDegree,NA,8,3,6
R_2U0dzhNYj8k3RWo,Exp,Fru,3,NumHighDegree,NA,8,1,1
R_125SeNttQVXJq8X,Exp,Fru,3,NumHighDegree,NA,5,2,9
R_SSDKLPpyacUA03T,Exp,Fru,3,NumHighDegree,NA,8,2,5
R_2rAZ2F3F2ZPga2r,Exp,Fru,3,NumHighDegree,NA,11,1,7
R_1dET3UWD8OPfGfX,Exp,Fru,3,NumHighDegree,NA,8,3,1
R_2R9unBKiXBRUCaE,Exp,Fru,3,NumHighDegree,NA,13,2,7
R_ZmlQ2N26h7pEuxH,Exp,Fru,3,NumHighDegree,NA,7,1,7
R_ukvDHVG2TU89Tz3,Exp,Fru,3,NumHighDegree,NA,5,2,5
R_Y5Ggj3eoMPs9RTj,Exp,Fru,3,NumHighDegree,NA,9,3,2
R_30fby8uP3bvJ1dV,Exp,Fru,3,NumHighDegree,NA,6,3,9
R_3iWPXVlmDv0t8yc,Exp,Fru,3,NumHighDegree,NA,12,1,6
R_tVyM5QBs1ijJH7H,Exp,Fru,3,NumHighDegree,NA,9,2,1
R_1rCdqWWyKhaNZho,Exp,Fru,3,NumHighDegree,NA,9,1,2
R_1JCnfta5XzxqeEd,Exp,Fru,3,NumHighDegree,NA,8,1,2
R_3lQZtcq981FKqdg,Exp,Fru,3,NumHighDegree,NA,30,1,1
R_XTcjGzH82xO6Lu1,Exp,Fru,3,NumHighDegree,NA,8,1,5
R_10PGJZoC8vJxzvv,Exp,Fru,3,NumHighDegree,NA,25,2,7
R_Bs11SSt09nrSQO5,Exp,Fru,3,NumHighDegree,NA,6,1,3
R_PRIMPGxlIWMetkR,Exp,Fru,3,NumHighDegree,NA,8,1,1
R_1kFzF5CdxxcjcKP,Exp,Fru,3,NumHighDegree,NA,10,3,5
R_VRv62F2U5l7cK7T,Exp,Fru,3,NumHighDegree,NA,8,1,6
R_DvGEXC9Cx0gWv9T,Exp,Fru,3,NumHighDegree,NA,9,1,9
R_cvFkolz8suKryTL,Exp,Fru,3,NumHighDegree,NA,12,3,6
R_3M5RUNBp0dmL1fj,Exp,Fru,3,NumHighDegree,NA,7,3,1
R_2CBVEAMN5Z2PfAm,Exp,Fru,3,NumHighDegree,NA,6,1,4
R_3RaYJimCbM6C1tY,Exp,Fru,3,NumHighDegree,NA,6,1,1
R_1nPGvKc03btvX6a,Exp,Fru,3,NumHighDegree,NA,7,1,7
R_3qs9yi3ZcaFq1GE,Exp,Fru,3,NumHighDegree,NA,7,3,1
R_2918hK92W6Mw5Qd,Exp,Fru,3,NumHighDegree,NA,10,1,3
R_w6Kv982547H9hct,Exp,Fru,3,NumHighDegree,NA,5,3,1
R_2QgPR0gYQzdYc9M,Exp,Fru,3,NumHighDegree,NA,8,2,2
R_3242CyHadVun4Ph,Exp,Fru,3,NumHighDegree,NA,30,2,9
R_24ph2C61HRsePRF,Exp,Fru,3,NumHighDegree,NA,8,3,7
R_3futJBati9XEbZm,Exp,Fru,3,NumHighDegree,NA,6,1,3
R_54s5RWp0WZlvUlz,Exp,Fru,3,NumHighDegree,NA,10,2,8
R_29ozFkhxWovpYm4,Exp,Fru,3,NumHighDegree,NA,8,1,3
R_3iCN1qfqSjzgXOc,Exp,Fru,3,NumHighDegree,NA,7,2,2
R_2q1p5k1VlW1uUDn,Exp,Fru,3,NumHighDegree,NA,8,1,4
R_r2qhjvynfOe0vJf,Exp,Fru,3,NumHighDegree,NA,25,3,2
R_2WMUAsnokqNxsOV,Exp,Fru,3,ClickHighDeg,X1,363,2,8
R_10ID8KU4OpcM6ji,Exp,Fru,3,ClickHighDeg,X1,362,3,7
R_3Eyf9heL2DHlboU,Exp,Fru,3,ClickHighDeg,X1,367,1,1
R_XkbwE1B3htcCeid,Exp,Fru,3,ClickHighDeg,X1,114,2,5
R_2OOUaDOdbFd1m2I,Exp,Fru,3,ClickHighDeg,X1,368,1,7
R_2y1lPgSSHWguVMD,Exp,Fru,3,ClickHighDeg,X1,366,2,8
R_1jJmOvG7P033AiM,Exp,Fru,3,ClickHighDeg,X1,371,1,6
R_3KMZz1NJNATktGf,Exp,Fru,3,ClickHighDeg,X1,365,3,5
R_1CCLd4CF9aUNo28,Exp,Fru,3,ClickHighDeg,X1,44,1,6
R_3jVG7aRJVG4nfbb,Exp,Fru,3,ClickHighDeg,X1,369,2,6
R_3R8zvz9QduV5dgK,Exp,Fru,3,ClickHighDeg,X1,368,3,9
R_3Eo4gV47CYM4SXZ,Exp,Fru,3,ClickHighDeg,X1,45,3,8
R_2U0dzhNYj8k3RWo,Exp,Fru,3,ClickHighDeg,X1,457,1,6
R_125SeNttQVXJq8X,Exp,Fru,3,ClickHighDeg,X1,161,2,3
R_SSDKLPpyacUA03T,Exp,Fru,3,ClickHighDeg,X1,46,2,8
R_2rAZ2F3F2ZPga2r,Exp,Fru,3,ClickHighDeg,X1,367,1,1
R_1dET3UWD8OPfGfX,Exp,Fru,3,ClickHighDeg,X1,272,3,7
R_ZmlQ2N26h7pEuxH,Exp,Fru,3,ClickHighDeg,X1,368,1,5
R_ukvDHVG2TU89Tz3,Exp,Fru,3,ClickHighDeg,X1,379,2,3
R_Y5Ggj3eoMPs9RTj,Exp,Fru,3,ClickHighDeg,X1,377,3,1
R_30fby8uP3bvJ1dV,Exp,Fru,3,ClickHighDeg,X1,229,3,4
R_3iWPXVlmDv0t8yc,Exp,Fru,3,ClickHighDeg,X1,368,1,1
R_tVyM5QBs1ijJH7H,Exp,Fru,3,ClickHighDeg,X1,370,2,7
R_1rCdqWWyKhaNZho,Exp,Fru,3,ClickHighDeg,X1,451,1,7
R_1JCnfta5XzxqeEd,Exp,Fru,3,ClickHighDeg,X1,454,1,9
R_3lQZtcq981FKqdg,Exp,Fru,3,ClickHighDeg,X1,368,1,7
R_XTcjGzH82xO6Lu1,Exp,Fru,3,ClickHighDeg,X1,378,1,2
R_10PGJZoC8vJxzvv,Exp,Fru,3,ClickHighDeg,X1,380,2,9
R_Bs11SSt09nrSQO5,Exp,Fru,3,ClickHighDeg,X1,277,1,7
R_PRIMPGxlIWMetkR,Exp,Fru,3,ClickHighDeg,X1,113,1,5
R_1kFzF5CdxxcjcKP,Exp,Fru,3,ClickHighDeg,X1,45,3,1
R_VRv62F2U5l7cK7T,Exp,Fru,3,ClickHighDeg,X1,371,1,8
R_DvGEXC9Cx0gWv9T,Exp,Fru,3,ClickHighDeg,X1,283,1,8
R_cvFkolz8suKryTL,Exp,Fru,3,ClickHighDeg,X1,371,3,1
R_3M5RUNBp0dmL1fj,Exp,Fru,3,ClickHighDeg,X1,118,3,5
R_2CBVEAMN5Z2PfAm,Exp,Fru,3,ClickHighDeg,X1,378,1,7
R_3RaYJimCbM6C1tY,Exp,Fru,3,ClickHighDeg,X1,381,1,6
R_1nPGvKc03btvX6a,Exp,Fru,3,ClickHighDeg,X1,115,1,6
R_3qs9yi3ZcaFq1GE,Exp,Fru,3,ClickHighDeg,X1,368,3,4
R_2918hK92W6Mw5Qd,Exp,Fru,3,ClickHighDeg,X1,368,1,8
R_w6Kv982547H9hct,Exp,Fru,3,ClickHighDeg,X1,39,3,3
R_2QgPR0gYQzdYc9M,Exp,Fru,3,ClickHighDeg,X1,372,2,9
R_3242CyHadVun4Ph,Exp,Fru,3,ClickHighDeg,X1,372,2,2
R_24ph2C61HRsePRF,Exp,Fru,3,ClickHighDeg,X1,452,3,6
R_3futJBati9XEbZm,Exp,Fru,3,ClickHighDeg,X1,112,1,9
R_54s5RWp0WZlvUlz,Exp,Fru,3,ClickHighDeg,X1,370,2,4
R_29ozFkhxWovpYm4,Exp,Fru,3,ClickHighDeg,X1,271,1,7
R_3iCN1qfqSjzgXOc,Exp,Fru,3,ClickHighDeg,X1,367,2,4
R_2q1p5k1VlW1uUDn,Exp,Fru,3,ClickHighDeg,X1,113,1,6
R_2WMUAsnokqNxsOV,Exp,Fru,3,ClickHighDeg,Y1,367,2,8
R_10ID8KU4OpcM6ji,Exp,Fru,3,ClickHighDeg,Y1,369,3,7
R_3Eyf9heL2DHlboU,Exp,Fru,3,ClickHighDeg,Y1,369,1,1
R_XkbwE1B3htcCeid,Exp,Fru,3,ClickHighDeg,Y1,368,2,5
R_2OOUaDOdbFd1m2I,Exp,Fru,3,ClickHighDeg,Y1,368,1,7
R_2y1lPgSSHWguVMD,Exp,Fru,3,ClickHighDeg,Y1,369,2,8
R_1jJmOvG7P033AiM,Exp,Fru,3,ClickHighDeg,Y1,368,1,6
R_3KMZz1NJNATktGf,Exp,Fru,3,ClickHighDeg,Y1,373,3,5
R_1CCLd4CF9aUNo28,Exp,Fru,3,ClickHighDeg,Y1,451,1,6
R_3jVG7aRJVG4nfbb,Exp,Fru,3,ClickHighDeg,Y1,367,2,6
R_3R8zvz9QduV5dgK,Exp,Fru,3,ClickHighDeg,Y1,370,3,9
R_3Eo4gV47CYM4SXZ,Exp,Fru,3,ClickHighDeg,Y1,450,3,8
R_2U0dzhNYj8k3RWo,Exp,Fru,3,ClickHighDeg,Y1,316,1,6
R_125SeNttQVXJq8X,Exp,Fru,3,ClickHighDeg,Y1,513,2,3
R_SSDKLPpyacUA03T,Exp,Fru,3,ClickHighDeg,Y1,455,2,8
R_2rAZ2F3F2ZPga2r,Exp,Fru,3,ClickHighDeg,Y1,370,1,1
R_1dET3UWD8OPfGfX,Exp,Fru,3,ClickHighDeg,Y1,386,3,7
R_ZmlQ2N26h7pEuxH,Exp,Fru,3,ClickHighDeg,Y1,372,1,5
R_ukvDHVG2TU89Tz3,Exp,Fru,3,ClickHighDeg,Y1,284,2,3
R_Y5Ggj3eoMPs9RTj,Exp,Fru,3,ClickHighDeg,Y1,289,3,1
R_30fby8uP3bvJ1dV,Exp,Fru,3,ClickHighDeg,Y1,224,3,4
R_3iWPXVlmDv0t8yc,Exp,Fru,3,ClickHighDeg,Y1,371,1,1
R_tVyM5QBs1ijJH7H,Exp,Fru,3,ClickHighDeg,Y1,365,2,7
R_1rCdqWWyKhaNZho,Exp,Fru,3,ClickHighDeg,Y1,309,1,7
R_1JCnfta5XzxqeEd,Exp,Fru,3,ClickHighDeg,Y1,312,1,9
R_3lQZtcq981FKqdg,Exp,Fru,3,ClickHighDeg,Y1,370,1,7
R_XTcjGzH82xO6Lu1,Exp,Fru,3,ClickHighDeg,Y1,285,1,2
R_10PGJZoC8vJxzvv,Exp,Fru,3,ClickHighDeg,Y1,288,2,9
R_Bs11SSt09nrSQO5,Exp,Fru,3,ClickHighDeg,Y1,57,1,7
R_PRIMPGxlIWMetkR,Exp,Fru,3,ClickHighDeg,Y1,371,1,5
R_1kFzF5CdxxcjcKP,Exp,Fru,3,ClickHighDeg,Y1,455,3,1
R_VRv62F2U5l7cK7T,Exp,Fru,3,ClickHighDeg,Y1,370,1,8
R_DvGEXC9Cx0gWv9T,Exp,Fru,3,ClickHighDeg,Y1,57,1,8
R_cvFkolz8suKryTL,Exp,Fru,3,ClickHighDeg,Y1,366,3,1
R_3M5RUNBp0dmL1fj,Exp,Fru,3,ClickHighDeg,Y1,372,3,5
R_2CBVEAMN5Z2PfAm,Exp,Fru,3,ClickHighDeg,Y1,284,1,7
R_3RaYJimCbM6C1tY,Exp,Fru,3,ClickHighDeg,Y1,286,1,6
R_1nPGvKc03btvX6a,Exp,Fru,3,ClickHighDeg,Y1,370,1,6
R_3qs9yi3ZcaFq1GE,Exp,Fru,3,ClickHighDeg,Y1,368,3,4
R_2918hK92W6Mw5Qd,Exp,Fru,3,ClickHighDeg,Y1,369,1,8
R_w6Kv982547H9hct,Exp,Fru,3,ClickHighDeg,Y1,460,3,3
R_2QgPR0gYQzdYc9M,Exp,Fru,3,ClickHighDeg,Y1,363,2,9
R_3242CyHadVun4Ph,Exp,Fru,3,ClickHighDeg,Y1,373,2,2
R_24ph2C61HRsePRF,Exp,Fru,3,ClickHighDeg,Y1,307,3,6
R_3futJBati9XEbZm,Exp,Fru,3,ClickHighDeg,Y1,370,1,9
R_54s5RWp0WZlvUlz,Exp,Fru,3,ClickHighDeg,Y1,367,2,4
R_29ozFkhxWovpYm4,Exp,Fru,3,ClickHighDeg,Y1,381,1,7
R_3iCN1qfqSjzgXOc,Exp,Fru,3,ClickHighDeg,Y1,368,2,4
R_2q1p5k1VlW1uUDn,Exp,Fru,3,ClickHighDeg,Y1,375,1,6
R_2WMUAsnokqNxsOV,Exp,Fru,3,BC,X1,271,2,6
R_10ID8KU4OpcM6ji,Exp,Fru,3,BC,X1,271,3,3
R_3Eyf9heL2DHlboU,Exp,Fru,3,BC,X1,228,1,7
R_XkbwE1B3htcCeid,Exp,Fru,3,BC,X1,272,2,9
R_2OOUaDOdbFd1m2I,Exp,Fru,3,BC,X1,291,1,8
R_2y1lPgSSHWguVMD,Exp,Fru,3,BC,X1,270,2,5
R_1jJmOvG7P033AiM,Exp,Fru,3,BC,X1,407,1,8
R_3KMZz1NJNATktGf,Exp,Fru,3,BC,X1,303,3,3
R_1CCLd4CF9aUNo28,Exp,Fru,3,BC,X1,39,1,9
R_3jVG7aRJVG4nfbb,Exp,Fru,3,BC,X1,278,2,1
R_3R8zvz9QduV5dgK,Exp,Fru,3,BC,X1,271,3,4
R_3Eo4gV47CYM4SXZ,Exp,Fru,3,BC,X1,272,3,1
R_2U0dzhNYj8k3RWo,Exp,Fru,3,BC,X1,277,1,9
R_125SeNttQVXJq8X,Exp,Fru,3,BC,X1,378,2,1
R_SSDKLPpyacUA03T,Exp,Fru,3,BC,X1,228,2,7
R_2rAZ2F3F2ZPga2r,Exp,Fru,3,BC,X1,295,1,5
R_1dET3UWD8OPfGfX,Exp,Fru,3,BC,X1,270,3,2
R_ZmlQ2N26h7pEuxH,Exp,Fru,3,BC,X1,406,1,4
R_ukvDHVG2TU89Tz3,Exp,Fru,3,BC,X1,491,2,9
R_Y5Ggj3eoMPs9RTj,Exp,Fru,3,BC,X1,231,3,3
R_30fby8uP3bvJ1dV,Exp,Fru,3,BC,X1,271,3,5
R_3iWPXVlmDv0t8yc,Exp,Fru,3,BC,X1,272,1,8
R_tVyM5QBs1ijJH7H,Exp,Fru,3,BC,X1,698,2,3
R_1rCdqWWyKhaNZho,Exp,Fru,3,BC,X1,229,1,5
