NodeID,Condition,Dataset,NodeXOriginal,NodeYOriginal,NodeXAdjusted,NodeYAdjusted
Ctrl_9_137_164.7,Ctrl,9,137,164.7,285.4166666666667,343.125
Ctrl_9_222.4_153.1,Ctrl,9,222.4,153.1,463.3333333333333,318.9583333333333
Ctrl_9_104.1_269.4,Ctrl,9,104.1,269.4,216.875,561.25
Ctrl_9_266.8_217.3,Ctrl,9,266.8,217.3,555.8333333333334,452.7083333333333
Ctrl_9_111.7_270.9,Ctrl,9,111.7,270.9,232.70833333333334,564.375
Ctrl_9_254.1_211,Ctrl,9,254.1,211,529.375,439.5833333333333
Ctrl_9_184.8_284.9,Ctrl,9,184.8,284.9,385,593.5416666666666
Ctrl_9_243.8_194.8,Ctrl,9,243.8,194.8,507.9166666666667,405.8333333333333
Ctrl_9_177.7_182.2,Ctrl,9,177.7,182.2,370.2083333333333,379.5833333333333
Ctrl_9_91.1_323.1,Ctrl,9,91.1,323.1,189.79166666666666,673.125
Ctrl_9_220.1_112.5,Ctrl,9,220.1,112.5,458.5416666666667,234.375
Ctrl_9_300.9_175.4,Ctrl,9,300.9,175.4,626.875,365.4166666666667
Ctrl_9_257.9_189.7,Ctrl,9,257.9,189.7,537.2916666666666,395.2083333333333
Ctrl_9_236.1_77.4,Ctrl,9,236.1,77.4,491.875,161.25
Ctrl_9_223.8_237.3,Ctrl,9,223.8,237.3,466.25,494.375
Ctrl_9_283.5_222.6,Ctrl,9,283.5,222.6,590.625,463.75
Ctrl_9_227.3_160.3,Ctrl,9,227.3,160.3,473.5416666666667,333.9583333333333
Ctrl_9_205.7_241.6,Ctrl,9,205.7,241.6,428.5416666666667,503.3333333333333
Ctrl_9_269.7_172.5,Ctrl,9,269.7,172.5,561.875,359.375
Ctrl_9_239.4_143.8,Ctrl,9,239.4,143.8,498.75,299.5833333333333
Ctrl_9_144.7_252.8,Ctrl,9,144.7,252.8,301.4583333333333,526.6666666666666
Ctrl_9_194.4_134.3,Ctrl,9,194.4,134.3,405,279.7916666666667
Ctrl_9_212_134.4,Ctrl,9,212,134.4,441.6666666666667,280
Ctrl_9_162.3_202.9,Ctrl,9,162.3,202.9,338.125,422.7083333333333
Ctrl_9_243.6_42.2,Ctrl,9,243.6,42.2,507.5,87.91666666666667
Ctrl_9_231_98.6,Ctrl,9,231,98.6,481.25,205.41666666666666
Ctrl_9_174.6_289.6,Ctrl,9,174.6,289.6,363.75,603.3333333333334
Ctrl_9_215.2_115.1,Ctrl,9,215.2,115.1,448.3333333333333,239.79166666666666
Ctrl_9_206.9_115,Ctrl,9,206.9,115,431.0416666666667,239.58333333333334
Ctrl_9_292.6_277.7,Ctrl,9,292.6,277.7,609.5833333333334,578.5416666666666
Ctrl_9_106.8_255.4,Ctrl,9,106.8,255.4,222.5,532.0833333333334
Ctrl_9_220.7_123.3,Ctrl,9,220.7,123.3,459.7916666666667,256.875
Ctrl_9_201.6_106.4,Ctrl,9,201.6,106.4,420,221.66666666666666
Ctrl_9_192.3_198.1,Ctrl,9,192.3,198.1,400.625,412.7083333333333
Ctrl_9_290.8_156.6,Ctrl,9,290.8,156.6,605.8333333333334,326.25
Ctrl_9_241.8_104.3,Ctrl,9,241.8,104.3,503.75,217.29166666666666
Ctrl_9_178.3_225.2,Ctrl,9,178.3,225.2,371.4583333333333,469.1666666666667
Ctrl_9_195.3_243.4,Ctrl,9,195.3,243.4,406.875,507.0833333333333
Ctrl_9_196.2_84,Ctrl,9,196.2,84,408.75,175
Ctrl_9_269.7_167.3,Ctrl,9,269.7,167.3,561.875,348.5416666666667
Ctrl_9_245.3_26.3,Ctrl,9,245.3,26.3,511.0416666666667,54.791666666666664
Ctrl_9_146.8_182.5,Ctrl,9,146.8,182.5,305.8333333333333,380.2083333333333
Ctrl_9_222_250.3,Ctrl,9,222,250.3,462.5,521.4583333333334
Ctrl_9_245.9_124.3,Ctrl,9,245.9,124.3,512.2916666666666,258.9583333333333
Ctrl_9_257.3_173.8,Ctrl,9,257.3,173.8,536.0416666666666,362.0833333333333
Ctrl_9_83.8_298.6,Ctrl,9,83.8,298.6,174.58333333333334,622.0833333333334
Ctrl_9_92.4_334.7,Ctrl,9,92.4,334.7,192.5,697.2916666666666
Ctrl_9_253.5_224.9,Ctrl,9,253.5,224.9,528.125,468.5416666666667
Ctrl_9_272.5_192.3,Ctrl,9,272.5,192.3,567.7083333333334,400.625
Ctrl_9_196.3_104.6,Ctrl,9,196.3,104.6,408.9583333333333,217.91666666666666
Ctrl_9_210_131.9,Ctrl,9,210,131.9,437.5,274.7916666666667
Ctrl_9_177_175.9,Ctrl,9,177,175.9,368.75,366.4583333333333
Ctrl_9_142.3_207.5,Ctrl,9,142.3,207.5,296.4583333333333,432.2916666666667
Ctrl_9_87.6_281.2,Ctrl,9,87.6,281.2,182.5,585.8333333333334
Ctrl_9_176.6_273.3,Ctrl,9,176.6,273.3,367.9166666666667,569.375
Ctrl_9_208.7_120.3,Ctrl,9,208.7,120.3,434.7916666666667,250.625
Ctrl_9_132.3_205.7,Ctrl,9,132.3,205.7,275.625,428.5416666666667
Ctrl_9_196.5_246.1,Ctrl,9,196.5,246.1,409.375,512.7083333333334
Ctrl_9_284.7_219.2,Ctrl,9,284.7,219.2,593.125,456.6666666666667
Ctrl_9_158.3_110.7,Ctrl,9,158.3,110.7,329.7916666666667,230.625
Ctrl_9_228.6_159.4,Ctrl,9,228.6,159.4,476.25,332.0833333333333
Ctrl_9_234.1_86.4,Ctrl,9,234.1,86.4,487.7083333333333,180
Ctrl_9_199.9_267.1,Ctrl,9,199.9,267.1,416.4583333333333,556.4583333333334
Ctrl_9_302.4_261.2,Ctrl,9,302.4,261.2,630,544.1666666666666
Ctrl_9_249.7_219.8,Ctrl,9,249.7,219.8,520.2083333333334,457.9166666666667
Ctrl_9_248.5_115.1,Ctrl,9,248.5,115.1,517.7083333333334,239.79166666666666
Ctrl_9_162.8_172.3,Ctrl,9,162.8,172.3,339.1666666666667,358.9583333333333
Ctrl_9_267.4_212.1,Ctrl,9,267.4,212.1,557.0833333333334,441.875
Ctrl_9_158.6_173.4,Ctrl,9,158.6,173.4,330.4166666666667,361.25
Ctrl_9_183.5_89.1,Ctrl,9,183.5,89.1,382.2916666666667,185.625
Ctrl_9_203.1_222.7,Ctrl,9,203.1,222.7,423.125,463.9583333333333
Ctrl_9_237.8_269.8,Ctrl,9,237.8,269.8,495.4166666666667,562.0833333333334
Ctrl_9_102.6_256.4,Ctrl,9,102.6,256.4,213.75,534.1666666666666
Ctrl_9_269.1_194.6,Ctrl,9,269.1,194.6,560.625,405.4166666666667
Ctrl_9_241.5_23.2,Ctrl,9,241.5,23.2,503.125,48.333333333333336
Ctrl_9_69.7_307.7,Ctrl,9,69.7,307.7,145.20833333333334,641.0416666666666
Ctrl_9_210.6_208.5,Ctrl,9,210.6,208.5,438.75,434.375
Ctrl_9_201.8_263.4,Ctrl,9,201.8,263.4,420.4166666666667,548.75
Ctrl_9_261_221.1,Ctrl,9,261,221.1,543.75,460.625
Ctrl_9_140.1_160.1,Ctrl,9,140.1,160.1,291.875,333.5416666666667
Ctrl_9_144.1_184.7,Ctrl,9,144.1,184.7,300.2083333333333,384.7916666666667
Ctrl_9_170.5_182.3,Ctrl,9,170.5,182.3,355.2083333333333,379.7916666666667
Ctrl_9_281.7_207.7,Ctrl,9,281.7,207.7,586.875,432.7083333333333
Ctrl_9_139.7_183.4,Ctrl,9,139.7,183.4,291.0416666666667,382.0833333333333
Ctrl_9_190.9_121.5,Ctrl,9,190.9,121.5,397.7083333333333,253.125
Ctrl_9_151.1_253.9,Ctrl,9,151.1,253.9,314.7916666666667,528.9583333333334
Ctrl_9_187.6_125.2,Ctrl,9,187.6,125.2,390.8333333333333,260.8333333333333
Ctrl_9_239.5_63.9,Ctrl,9,239.5,63.9,498.9583333333333,133.125
Ctrl_9_87.4_336.3,Ctrl,9,87.4,336.3,182.08333333333334,700.625
Ctrl_9_142_200.3,Ctrl,9,142,200.3,295.8333333333333,417.2916666666667
Ctrl_9_199.4_82.9,Ctrl,9,199.4,82.9,415.4166666666667,172.70833333333334
Ctrl_9_221.7_85.7,Ctrl,9,221.7,85.7,461.875,178.54166666666666
Ctrl_9_234.1_240.5,Ctrl,9,234.1,240.5,487.7083333333333,501.0416666666667
Ctrl_9_237.2_88.8,Ctrl,9,237.2,88.8,494.1666666666667,185
Ctrl_9_175.7_221.7,Ctrl,9,175.7,221.7,366.0416666666667,461.875
Ctrl_9_235.9_103.3,Ctrl,9,235.9,103.3,491.4583333333333,215.20833333333334
Ctrl_9_177.2_244.9,Ctrl,9,177.2,244.9,369.1666666666667,510.2083333333333
Ctrl_9_155.8_234.3,Ctrl,9,155.8,234.3,324.5833333333333,488.125
Ctrl_9_291.5_153,Ctrl,9,291.5,153,607.2916666666666,318.75
Ctrl_9_302.6_173,Ctrl,9,302.6,173,630.4166666666666,360.4166666666667
Ctrl_9_232.4_97.5,Ctrl,9,232.4,97.5,484.1666666666667,203.125
Ctrl_9_202.8_98.3,Ctrl,9,202.8,98.3,422.5,204.79166666666666
Ctrl_9_172.6_267.1,Ctrl,9,172.6,267.1,359.5833333333333,556.4583333333334
Ctrl_9_264.5_219.8,Ctrl,9,264.5,219.8,551.0416666666666,457.9166666666667
Ctrl_9_220.8_104.7,Ctrl,9,220.8,104.7,460,218.125
Ctrl_9_281.9_237.8,Ctrl,9,281.9,237.8,587.2916666666666,495.4166666666667
Ctrl_9_110.4_267.9,Ctrl,9,110.4,267.9,230,558.125
Ctrl_9_78.4_251.3,Ctrl,9,78.4,251.3,163.33333333333334,523.5416666666666
Ctrl_9_154.8_187.4,Ctrl,9,154.8,187.4,322.5,390.4166666666667
Ctrl_9_213.3_80.9,Ctrl,9,213.3,80.9,444.375,168.54166666666666
Ctrl_9_263.1_91.8,Ctrl,9,263.1,91.8,548.125,191.25
Ctrl_9_157.3_261.1,Ctrl,9,157.3,261.1,327.7083333333333,543.9583333333334
Ctrl_9_161.9_281,Ctrl,9,161.9,281,337.2916666666667,585.4166666666666
Ctrl_9_235.2_127.4,Ctrl,9,235.2,127.4,490,265.4166666666667
Ctrl_9_191.2_209.8,Ctrl,9,191.2,209.8,398.3333333333333,437.0833333333333
Ctrl_9_266.5_208.8,Ctrl,9,266.5,208.8,555.2083333333334,435
Ctrl_9_269.7_190.4,Ctrl,9,269.7,190.4,561.875,396.6666666666667
Ctrl_9_288.5_175.7,Ctrl,9,288.5,175.7,601.0416666666666,366.0416666666667
Ctrl_9_274.2_170.1,Ctrl,9,274.2,170.1,571.25,354.375
Ctrl_9_267.8_225.3,Ctrl,9,267.8,225.3,557.9166666666666,469.375
Ctrl_9_299.6_161.9,Ctrl,9,299.6,161.9,624.1666666666666,337.2916666666667
Ctrl_9_177.2_217,Ctrl,9,177.2,217,369.1666666666667,452.0833333333333
Ctrl_9_239.6_84.2,Ctrl,9,239.6,84.2,499.1666666666667,175.41666666666666
Ctrl_9_253_221.4,Ctrl,9,253,221.4,527.0833333333334,461.25
Fru_0_174.9_183,Fru,0,174.9,183,364.375,381.25
Fru_0_176.2_23.8,Fru,0,176.2,23.8,367.0833333333333,49.583333333333336
Fru_0_243.7_326.2,Fru,0,243.7,326.2,507.7083333333333,679.5833333333334
Fru_0_19.7_217.4,Fru,0,19.7,217.4,41.041666666666664,452.9166666666667
Fru_0_300_84.2,Fru,0,300,84.2,625,175.41666666666666
Fru_1_24.5_227.8,Fru,1,24.5,227.8,51.041666666666664,474.5833333333333
Fru_1_75.7_177.3,Fru,1,75.7,177.3,157.70833333333334,369.375
Fru_1_51.6_284.2,Fru,1,51.6,284.2,107.5,592.0833333333334
Fru_1_92.7_238.7,Fru,1,92.7,238.7,193.125,497.2916666666667
Fru_1_76_69.4,Fru,1,76,69.4,158.33333333333334,144.58333333333334
Fru_1_100.2_319.8,Fru,1,100.2,319.8,208.75,666.25
Fru_1_156.4_337.7,Fru,1,156.4,337.7,325.8333333333333,703.5416666666666
Fru_1_212.7_81.1,Fru,1,212.7,81.1,443.125,168.95833333333334
Fru_1_138.8_192.8,Fru,1,138.8,192.8,289.1666666666667,401.6666666666667
Fru_1_36.4_110.2,Fru,1,36.4,110.2,75.83333333333333,229.58333333333334
Fru_1_217.9_337.8,Fru,1,217.9,337.8,453.9583333333333,703.75
Fru_1_144.1_269,Fru,1,144.1,269,300.2083333333333,560.4166666666666
Fru_1_254.5_30.3,Fru,1,254.5,30.3,530.2083333333334,63.125
Fru_1_272_306.6,Fru,1,272,306.6,566.6666666666666,638.75
Fru_1_203.9_279.6,Fru,1,203.9,279.6,424.7916666666667,582.5
Fru_1_254.1_240.5,Fru,1,254.1,240.5,529.375,501.0416666666667
Fru_1_150.5_72.7,Fru,1,150.5,72.7,313.5416666666667,151.45833333333334
Fru_1_16.1_166.2,Fru,1,16.1,166.2,33.541666666666664,346.25
Fru_1_333.9_203.6,Fru,1,333.9,203.6,695.625,424.1666666666667
Fru_1_106.2_124.6,Fru,1,106.2,124.6,221.25,259.5833333333333
Fru_1_219.3_158.4,Fru,1,219.3,158.4,456.875,330
Fru_1_167.1_134.1,Fru,1,167.1,134.1,348.125,279.375
Fru_1_193.9_216.1,Fru,1,193.9,216.1,403.9583333333333,450.2083333333333
Fru_1_326.4_141.7,Fru,1,326.4,141.7,680,295.2083333333333
Fru_1_275.1_183.8,Fru,1,275.1,183.8,573.125,382.9166666666667
Fru_1_263.7_115.2,Fru,1,263.7,115.2,549.375,240
Fru_3_217.5_148,Fru,3,217.5,148,453.125,308.3333333333333
Fru_3_103.9_277.5,Fru,3,103.9,277.5,216.45833333333334,578.125
Fru_3_280.9_94,Fru,3,280.9,94,585.2083333333334,195.83333333333334
Fru_3_140.7_290,Fru,3,140.7,290,293.125,604.1666666666666
Fru_3_334.6_171.7,Fru,3,334.6,171.7,697.0833333333334,357.7083333333333
Fru_3_274_303.9,Fru,3,274,303.9,570.8333333333334,633.125
Fru_3_174.2_51.5,Fru,3,174.2,51.5,362.9166666666667,107.29166666666667
Fru_3_252.8_121.2,Fru,3,252.8,121.2,526.6666666666666,252.5
Fru_3_284.9_54.8,Fru,3,284.9,54.8,593.5416666666666,114.16666666666667
Fru_3_153.2_215,Fru,3,153.2,215,319.1666666666667,447.9166666666667
Fru_3_209.8_20.8,Fru,3,209.8,20.8,437.0833333333333,43.333333333333336
Fru_3_321.6_243.7,Fru,3,321.6,243.7,670,507.7083333333333
Fru_3_200_336.3,Fru,3,200,336.3,416.6666666666667,700.625
Fru_3_234.9_229.8,Fru,3,234.9,229.8,489.375,478.75
Fru_3_105.3_220.6,Fru,3,105.3,220.6,219.375,459.5833333333333
Fru_3_98_33.4,Fru,3,98,33.4,204.16666666666666,69.58333333333333
Fru_3_92.1_182.6,Fru,3,92.1,182.6,191.875,380.4166666666667
Fru_3_248.4_33,Fru,3,248.4,33,517.5,68.75
Fru_3_60.7_215.1,Fru,3,60.7,215.1,126.45833333333333,448.125
Fru_3_192.5_217.4,Fru,3,192.5,217.4,401.0416666666667,452.9166666666667
Fru_3_71.6_101.4,Fru,3,71.6,101.4,149.16666666666666,211.25
Fru_3_100.8_70,Fru,3,100.8,70,210,145.83333333333334
Fru_3_333.4_208,Fru,3,333.4,208,694.5833333333334,433.3333333333333
Fru_3_291.7_213.9,Fru,3,291.7,213.9,607.7083333333334,445.625
Fru_3_255_198.5,Fru,3,255,198.5,531.25,413.5416666666667
Fru_3_256.1_160.7,Fru,3,256.1,160.7,533.5416666666666,334.7916666666667
Fru_3_33.7_99.6,Fru,3,33.7,99.6,70.20833333333333,207.5
Fru_3_160.2_335.7,Fru,3,160.2,335.7,333.75,699.375
Fru_3_216.9_106.3,Fru,3,216.9,106.3,451.875,221.45833333333334
Fru_3_215.9_296.4,Fru,3,215.9,296.4,449.7916666666667,617.5
Fru_3_21.6_216.8,Fru,3,21.6,216.8,45,451.6666666666667
Fru_3_181.7_137,Fru,3,181.7,137,378.5416666666667,285.4166666666667
Fru_3_15.4_178.6,Fru,3,15.4,178.6,32.083333333333336,372.0833333333333
Fru_3_110.2_108.6,Fru,3,110.2,108.6,229.58333333333334,226.25
Fru_3_54.5_177.7,Fru,3,54.5,177.7,113.54166666666667,370.2083333333333
Fru_3_176.3_176.5,Fru,3,176.3,176.5,367.2916666666667,367.7083333333333
Fru_3_181.4_92.8,Fru,3,181.4,92.8,377.9166666666667,193.33333333333334
Fru_3_302_275.5,Fru,3,302,275.5,629.1666666666666,573.9583333333334
Fru_3_130.6_184.8,Fru,3,130.6,184.8,272.0833333333333,385
Fru_3_134.3_27.7,Fru,3,134.3,27.7,279.7916666666667,57.708333333333336
Fru_3_215.6_186.6,Fru,3,215.6,186.6,449.1666666666667,388.75
Fru_3_34.8_253.4,Fru,3,34.8,253.4,72.5,527.9166666666666
Fru_3_240.5_325.8,Fru,3,240.5,325.8,501.0416666666667,678.75
Fru_3_212.5_62.5,Fru,3,212.5,62.5,442.7083333333333,130.20833333333334
Fru_3_248.5_275,Fru,3,248.5,275,517.7083333333334,572.9166666666666
Fru_3_78.1_248.8,Fru,3,78.1,248.8,162.70833333333334,518.3333333333334
Fru_3_273_247.1,Fru,3,273,247.1,568.75,514.7916666666666
Fru_5_88_208.4,Fru,5,88,208.4,183.33333333333334,434.1666666666667
Fru_5_133.4_207.7,Fru,5,133.4,207.7,277.9166666666667,432.7083333333333
Fru_5_136.1_271.8,Fru,5,136.1,271.8,283.5416666666667,566.25
Fru_5_33.3_149.2,Fru,5,33.3,149.2,69.375,310.8333333333333
Fru_5_261.9_131.2,Fru,5,261.9,131.2,545.625,273.3333333333333
Fru_5_115.2_123.3,Fru,5,115.2,123.3,240,256.875
Fru_5_199.3_334,Fru,5,199.3,334,415.2083333333333,695.8333333333334
Fru_5_196.2_210.6,Fru,5,196.2,210.6,408.75,438.75
Fru_5_148.3_139.4,Fru,5,148.3,139.4,308.9583333333333,290.4166666666667
Fru_5_63.7_86.7,Fru,5,63.7,86.7,132.70833333333334,180.625
Fru_5_136.4_162.2,Fru,5,136.4,162.2,284.1666666666667,337.9166666666667
Fru_5_230.4_244.8,Fru,5,230.4,244.8,480,510
Fru_5_241.8_196.6,Fru,5,241.8,196.6,503.75,409.5833333333333
Fru_5_217.2_204.1,Fru,5,217.2,204.1,452.5,425.2083333333333
Fru_5_234.8_219.3,Fru,5,234.8,219.3,489.1666666666667,456.875
Fru_5_145.2_248.3,Fru,5,145.2,248.3,302.5,517.2916666666666
Fru_5_92_168.1,Fru,5,92,168.1,191.66666666666666,350.2083333333333
Fru_5_55.2_148.4,Fru,5,55.2,148.4,115,309.1666666666667
Fru_5_290.8_96.2,Fru,5,290.8,96.2,605.8333333333334,200.41666666666666
Fru_5_173.4_281.6,Fru,5,173.4,281.6,361.25,586.6666666666666
Fru_5_309.1_204.2,Fru,5,309.1,204.2,643.9583333333334,425.4166666666667
Fru_5_159.5_159.7,Fru,5,159.5,159.7,332.2916666666667,332.7083333333333
Fru_5_150_288.1,Fru,5,150,288.1,312.5,600.2083333333334
Fru_5_182_318,Fru,5,182,318,379.1666666666667,662.5
Fru_5_169_241.6,Fru,5,169,241.6,352.0833333333333,503.3333333333333
Fru_5_223_50,Fru,5,223,50,464.5833333333333,104.16666666666667
Fru_5_152.1_224.9,Fru,5,152.1,224.9,316.875,468.5416666666667
Fru_5_174.8_218.6,Fru,5,174.8,218.6,364.1666666666667,455.4166666666667
Fru_5_137.8_119,Fru,5,137.8,119,287.0833333333333,247.91666666666666
Fru_5_247.5_261.8,Fru,5,247.5,261.8,515.625,545.4166666666666
Fru_5_160.1_264.4,Fru,5,160.1,264.4,333.5416666666667,550.8333333333334
Fru_5_223.8_181.9,Fru,5,223.8,181.9,466.25,378.9583333333333
Fru_5_88.9_229,Fru,5,88.9,229,185.20833333333334,477.0833333333333
Fru_5_302.1_224.7,Fru,5,302.1,224.7,629.375,468.125
Fru_5_89.9_86.1,Fru,5,89.9,86.1,187.29166666666666,179.375
Fru_5_78.1_249,Fru,5,78.1,249,162.70833333333334,518.75
Fru_5_125_142.9,Fru,5,125,142.9,260.4166666666667,297.7083333333333
Fru_5_190.2_78.9,Fru,5,190.2,78.9,396.25,164.375
Fru_5_64.6_206.2,Fru,5,64.6,206.2,134.58333333333334,429.5833333333333
Fru_5_164.4_305.6,Fru,5,164.4,305.6,342.5,636.6666666666666
Fru_5_283.8_57.6,Fru,5,283.8,57.6,591.25,120
Fru_5_275.4_79.7,Fru,5,275.4,79.7,573.75,166.04166666666666
Fru_5_215.2_288.9,Fru,5,215.2,288.9,448.3333333333333,601.875
Fru_5_283_207.9,Fru,5,283,207.9,589.5833333333334,433.125
Fru_5_235.6_70,Fru,5,235.6,70,490.8333333333333,145.83333333333334
Fru_5_251.1_235.7,Fru,5,251.1,235.7,523.125,491.0416666666667
Fru_5_156.8_202.6,Fru,5,156.8,202.6,326.6666666666667,422.0833333333333
Fru_5_112_215,Fru,5,112,215,233.33333333333334,447.9166666666667
Fru_5_240.7_285.3,Fru,5,240.7,285.3,501.4583333333333,594.375
Fru_5_150.2_332.2,Fru,5,150.2,332.2,312.9166666666667,692.0833333333334
Fru_5_300.3_274.9,Fru,5,300.3,274.9,625.625,572.7083333333334
Fru_5_138.2_39.1,Fru,5,138.2,39.1,287.9166666666667,81.45833333333333
Fru_5_31.8_195.4,Fru,5,31.8,195.4,66.25,407.0833333333333
Fru_5_126.7_98.5,Fru,5,126.7,98.5,263.9583333333333,205.20833333333334
Fru_5_205.5_122.4,Fru,5,205.5,122.4,428.125,255
Fru_5_97.3_261.8,Fru,5,97.3,261.8,202.70833333333334,545.4166666666666
Fru_5_213.5_228.8,Fru,5,213.5,228.8,444.7916666666667,476.6666666666667
Fru_5_165.4_180.3,Fru,5,165.4,180.3,344.5833333333333,375.625
Fru_5_266.3_191.8,Fru,5,266.3,191.8,554.7916666666666,399.5833333333333
Fru_5_77_46.6,Fru,5,77,46.6,160.41666666666666,97.08333333333333
Fru_5_300.3_74.9,Fru,5,300.3,74.9,625.625,156.04166666666666
Fru_5_113.8_166.2,Fru,5,113.8,166.2,237.08333333333334,346.25
Fru_5_244.9_47.5,Fru,5,244.9,47.5,510.2083333333333,98.95833333333333
Fru_5_208.3_162.2,Fru,5,208.3,162.2,433.9583333333333,337.9166666666667
Fru_5_226.9_118.5,Fru,5,226.9,118.5,472.7083333333333,246.875
Fru_5_184.7_119.5,Fru,5,184.7,119.5,384.7916666666667,248.95833333333334
Fru_5_153.5_100.3,Fru,5,153.5,100.3,319.7916666666667,208.95833333333334
Fru_5_207.8_253,Fru,5,207.8,253,432.9166666666667,527.0833333333334
Fru_5_305.7_137.2,Fru,5,305.7,137.2,636.875,285.8333333333333
Fru_5_64.5_227.8,Fru,5,64.5,227.8,134.375,474.5833333333333
Fru_5_28.2_108.9,Fru,5,28.2,108.9,58.75,226.875
Fru_5_122_254.6,Fru,5,122,254.6,254.16666666666666,530.4166666666666
Fru_5_101.2_191.7,Fru,5,101.2,191.7,210.83333333333334,399.375
Fru_5_176.5_57.2,Fru,5,176.5,57.2,367.7083333333333,119.16666666666667
Fru_5_86.6_281,Fru,5,86.6,281,180.41666666666666,585.4166666666666
Fru_5_334_192.2,Fru,5,334,192.2,695.8333333333334,400.4166666666667
Fru_5_121.6_188.2,Fru,5,121.6,188.2,253.33333333333334,392.0833333333333
Fru_5_314.1_181.5,Fru,5,314.1,181.5,654.375,378.125
Fru_5_142.7_311,Fru,5,142.7,311,297.2916666666667,647.9166666666666
Fru_5_218.7_20.3,Fru,5,218.7,20.3,455.625,42.291666666666664
Fru_5_126.8_327.8,Fru,5,126.8,327.8,264.1666666666667,682.9166666666666
Fru_5_218.4_141.6,Fru,5,218.4,141.6,455,295
Fru_5_233.3_161.2,Fru,5,233.3,161.2,486.0416666666667,335.8333333333333
Fru_5_115.5_45,Fru,5,115.5,45,240.625,93.75
Fru_5_281.9_119.4,Fru,5,281.9,119.4,587.2916666666666,248.75
Fru_5_33.8_253.4,Fru,5,33.8,253.4,70.41666666666667,527.9166666666666
Fru_5_214.5_77,Fru,5,214.5,77,446.875,160.41666666666666
Fru_5_267.1_101.4,Fru,5,267.1,101.4,556.4583333333334,211.25
Fru_5_250.3_175.3,Fru,5,250.3,175.3,521.4583333333334,365.2083333333333
Fru_5_231.3_305.6,Fru,5,231.3,305.6,481.875,636.6666666666666
Fru_5_78.1_185.9,Fru,5,78.1,185.9,162.70833333333334,387.2916666666667
Fru_5_258.9_213.8,Fru,5,258.9,213.8,539.375,445.4166666666667
Fru_5_325.5_120.5,Fru,5,325.5,120.5,678.125,251.04166666666666
Fru_5_47.9_273.8,Fru,5,47.9,273.8,99.79166666666667,570.4166666666666
Fru_5_106.5_239.7,Fru,5,106.5,239.7,221.875,499.375
Fru_5_172.7_141.6,Fru,5,172.7,141.6,359.7916666666667,295
Fru_5_145.7_16.6,Fru,5,145.7,16.6,303.5416666666667,34.583333333333336
Fru_5_128.1_62.9,Fru,5,128.1,62.9,266.875,131.04166666666666
Fru_5_43_216.4,Fru,5,43,216.4,89.58333333333333,450.8333333333333
Fru_5_200.4_58.8,Fru,5,200.4,58.8,417.5,122.5
Fru_5_142.7_183.6,Fru,5,142.7,183.6,297.2916666666667,382.5
Fru_5_316.7_157.8,Fru,5,316.7,157.8,659.7916666666666,328.75
Fru_5_240.7_139.3,Fru,5,240.7,139.3,501.4583333333333,290.2083333333333
Fru_5_193.9_144,Fru,5,193.9,144,403.9583333333333,300
Fru_5_37.2_171.3,Fru,5,37.2,171.3,77.5,356.875
Fru_5_182.9_35.4,Fru,5,182.9,35.4,381.0416666666667,73.75
Fru_5_82.9_307.6,Fru,5,82.9,307.6,172.70833333333334,640.8333333333334
Fru_5_184.3_166.3,Fru,5,184.3,166.3,383.9583333333333,346.4583333333333
Fru_5_262.4_281.5,Fru,5,262.4,281.5,546.6666666666666,586.4583333333334
Fru_6_141.5_252.1,Fru,6,141.5,252.1,294.7916666666667,525.2083333333334
Fru_6_77.8_170.9,Fru,6,77.8,170.9,162.08333333333334,356.0416666666667
Fru_6_192.7_101.4,Fru,6,192.7,101.4,401.4583333333333,211.25
Fru_6_217.1_226.2,Fru,6,217.1,226.2,452.2916666666667,471.25
Fru_6_298_190.8,Fru,6,298,190.8,620.8333333333334,397.5
Fru_6_239.8_277.1,Fru,6,239.8,277.1,499.5833333333333,577.2916666666666
Fru_6_111.3_106,Fru,6,111.3,106,231.875,220.83333333333334
Fru_6_207.9_249,Fru,6,207.9,249,433.125,518.75
Fru_6_286.3_288.5,Fru,6,286.3,288.5,596.4583333333334,601.0416666666666
Fru_6_198.2_230.4,Fru,6,198.2,230.4,412.9166666666667,480
Fru_6_107.2_187.5,Fru,6,107.2,187.5,223.33333333333334,390.625
Fru_6_241.5_201.5,Fru,6,241.5,201.5,503.125,419.7916666666667
Fru_6_322.9_240.9,Fru,6,322.9,240.9,672.7083333333334,501.875
Fru_6_218.3_307.9,Fru,6,218.3,307.9,454.7916666666667,641.4583333333334
Fru_6_151.9_120.7,Fru,6,151.9,120.7,316.4583333333333,251.45833333333334
Fru_6_32.6_192.3,Fru,6,32.6,192.3,67.91666666666667,400.625
Fru_6_130.5_194,Fru,6,130.5,194,271.875,404.1666666666667
Fru_6_170.9_197.9,Fru,6,170.9,197.9,356.0416666666667,412.2916666666667
Fru_6_36_149,Fru,6,36,149,75,310.4166666666667
Fru_6_123_173.3,Fru,6,123,173.3,256.25,361.0416666666667
Fru_6_310.8_89.7,Fru,6,310.8,89.7,647.5,186.875
Fru_6_113.9_227,Fru,6,113.9,227,237.29166666666666,472.9166666666667
Fru_6_269.5_145.1,Fru,6,269.5,145.1,561.4583333333334,302.2916666666667
