Condition,Dataset,MaxValue,NodeID,NodeXOriginal,NodeYOriginal,NodeXAdjusted,NodeYAdjusted,NodeValue,Task,NodeRank,correct
Cir,3,10,Cir_3_294.4_76.6,294.4,76.6,613.3333333333334,159.58333333333334,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_279.7_285.6,279.7,285.6,582.7083333333334,595,2,ClickHighDeg,9,FALSE
Cir,3,10,Cir_3_39.6_100.6,39.6,100.6,82.5,209.58333333333334,6,ClickHighDeg,5,FALSE
Cir,3,10,Cir_3_81.2_294.9,81.2,294.9,169.16666666666666,614.375,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_93_303.1,93,303.1,193.75,631.4583333333334,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_174.9_326.8,174.9,326.8,364.375,680.8333333333334,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_99.2_39.6,99.2,39.6,206.66666666666666,82.5,2,ClickHighDeg,9,FALSE
Cir,3,10,Cir_3_24.7_141,24.7,141,51.458333333333336,293.75,5,ClickHighDeg,6,FALSE
Cir,3,10,Cir_3_22.4_155.2,22.4,155.2,46.666666666666664,323.3333333333333,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_105.5_310.2,105.5,310.2,219.79166666666666,646.25,2,ClickHighDeg,9,FALSE
Cir,3,10,Cir_3_182.1_19.8,182.1,19.8,379.375,41.25,3,ClickHighDeg,8,FALSE
Cir,3,10,Cir_3_284.8_65.9,284.8,65.9,593.3333333333334,137.29166666666666,6,ClickHighDeg,5,FALSE
Cir,3,10,Cir_3_87_47.3,87,47.3,181.25,98.54166666666667,7,ClickHighDeg,4,FALSE
Cir,3,10,Cir_3_289.7_275.3,289.7,275.3,603.5416666666666,573.5416666666666,8,ClickHighDeg,3,FALSE
Cir,3,10,Cir_3_274.3_56,274.3,56,571.4583333333334,116.66666666666667,7,ClickHighDeg,4,FALSE
Cir,3,10,Cir_3_298.8_264.1,298.8,264.1,622.5,550.2083333333334,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_118.6_316.1,118.6,316.1,247.08333333333334,658.5416666666666,8,ClickHighDeg,3,FALSE
Cir,3,10,Cir_3_313.5_239.4,313.5,239.4,653.125,498.75,9,ClickHighDeg,2,FALSE
Cir,3,10,Cir_3_21.4_169.6,21.4,169.6,44.583333333333336,353.3333333333333,10,ClickHighDeg,1,TRUE
Cir,3,10,Cir_3_21.7_184,21.7,184,45.208333333333336,383.3333333333333,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_203.6_324.1,203.6,324.1,424.1666666666667,675.2083333333334,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_323.5_212.4,323.5,212.4,673.9583333333334,442.5,8,ClickHighDeg,3,FALSE
Cir,3,10,Cir_3_132.3_320.8,132.3,320.8,275.625,668.3333333333334,8,ClickHighDeg,3,FALSE
Cir,3,10,Cir_3_23.4_198.3,23.4,198.3,48.75,413.125,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_326.5_198.3,326.5,198.3,680.2083333333334,413.125,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_75.6_56,75.6,56,157.5,116.66666666666667,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_262.9_47.3,262.9,47.3,547.7083333333334,98.54166666666667,8,ClickHighDeg,3,FALSE
Cir,3,10,Cir_3_65_65.9,65,65.9,135.41666666666666,137.29166666666666,4,ClickHighDeg,7,FALSE
Cir,3,10,Cir_3_328.1_184,328.1,184,683.5416666666666,383.3333333333333,5,ClickHighDeg,6,FALSE
Cir,3,10,Cir_3_55.5_76.6,55.5,76.6,115.625,159.58333333333334,6,ClickHighDeg,5,FALSE
Cir,5,25,Cir_5_333.611916662405_149.383329872428,333.611916662405,149.383329872428,695.0248263800105,311.2152705675583,13,ClickHighDeg,5,FALSE
Cir,5,25,Cir_5_108.577350748455_28.9656218861796,108.577350748455,28.9656218861796,226.20281405928125,60.345045596207505,8,ClickHighDeg,10,FALSE
Cir,5,25,Cir_5_330.162173461247_215.522251300804,330.162173461247,215.522251300804,687.837861377598,449.0046902100083,12,ClickHighDeg,6,FALSE
Cir,5,25,Cir_5_287.424264203813_288.705003270185,287.424264203813,288.705003270185,598.8005504246104,601.4687568128853,10,ClickHighDeg,8,FALSE
Cir,5,25,Cir_5_294.035555225575_281.84296205261,294.035555225575,281.84296205261,612.5740733866146,587.1728376096041,5,ClickHighDeg,13,FALSE
Cir,5,25,Cir_5_151.806534138187_332.546594387177,151.806534138187,332.546594387177,316.2636127878896,692.8054049732854,3,ClickHighDeg,15,FALSE
Cir,5,25,Cir_5_173.161548229148_14.297,173.161548229148,14.297,360.75322547739165,29.78541666666667,6,ClickHighDeg,12,FALSE
Cir,5,25,Cir_5_233.741545209748_25.2373785102259,233.741545209748,25.2373785102259,486.9615525203083,52.577871896303954,10,ClickHighDeg,8,FALSE
Cir,5,25,Cir_5_229.277633868015_23.5707045385791,229.277633868015,23.5707045385791,477.6617372250312,49.10563445537312,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_220.21087893967_20.6396680537567,220.21087893967,20.6396680537567,458.7726644576459,42.99930844532646,3,ClickHighDeg,15,FALSE
Cir,5,25,Cir_5_100.045703124113_33.2092028149897,100.045703124113,33.2092028149897,208.42854817523542,69.1858391978952,10,ClickHighDeg,8,FALSE
Cir,5,25,Cir_5_300.226670872825_274.599567908922,300.226670872825,274.599567908922,625.4722309850521,572.0824331435874,9,ClickHighDeg,9,FALSE
Cir,5,25,Cir_5_161.267767558827_333.67889299094,161.267767558827,333.67889299094,335.9745157475562,695.1643603977917,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_95.8784155957608_35.5196065696035,95.8784155957608,35.5196065696035,199.746699157835,73.99918035334063,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_78.0515997536948_301.18917749359,78.0515997536948,301.18917749359,162.60749948686419,627.4774531116459,6,ClickHighDeg,12,FALSE
Cir,5,25,Cir_5_91.7817652081237_37.9530585365853,91.7817652081237,37.9530585365853,191.2120108502577,79.06887195121938,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_330.758802110427_135.380606627482,330.758802110427,135.380606627482,689.0808377300561,282.0429304739208,22,ClickHighDeg,2,FALSE
Cir,5,25,Cir_5_328.167198692614_126.211088197928,328.167198692614,126.211088197928,683.6816639429459,262.9397670790167,5,ClickHighDeg,13,FALSE
Cir,5,25,Cir_5_170.779624985026_334.246060328598,170.779624985026,334.246060328598,355.7908853854708,696.3459590179125,3,ClickHighDeg,15,FALSE
Cir,5,25,Cir_5_325.034395419628_117.212081578361,325.034395419628,117.212081578361,677.1549904575584,244.19183662158542,18,ClickHighDeg,3,FALSE
Cir,5,25,Cir_5_25.2202342756556_229.152166171115,25.2202342756556,229.152166171115,52.542154740949165,477.4003461898229,3,ClickHighDeg,15,FALSE
Cir,5,25,Cir_5_83.8148452172963_43.1803933964512,83.8148452172963,43.1803933964512,174.61426086936729,89.95915290927333,4,ClickHighDeg,14,FALSE
Cir,5,25,Cir_5_19.2392848402006_140.01916459065,19.2392848402006,140.01916459065,40.081843417084585,291.70659289718753,7,ClickHighDeg,11,FALSE
Cir,5,25,Cir_5_323.268455187607_112.786515760008,323.268455187607,112.786515760008,673.4759483075145,234.97190783334997,4,ClickHighDeg,14,FALSE
Cir,5,25,Cir_5_308.677968536168_263.076001721922,308.677968536168,263.076001721922,643.0791011170166,548.0750035873375,5,ClickHighDeg,13,FALSE
Cir,5,25,Cir_5_28.7517390926007_238.002310050044,28.7517390926007,238.002310050044,59.89945644291814,495.83814593759166,8,ClickHighDeg,10,FALSE
Cir,5,25,Cir_5_32.8037458479368_246.626570899927,32.8037458479368,246.626570899927,68.34113718320167,513.8053560415145,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_180.308375014974_334.246060328598,180.308375014974,334.246060328598,375.6424479478625,696.3459590179125,8,ClickHighDeg,10,FALSE
Cir,5,25,Cir_5_158.896399362782_15.1475751955305,158.896399362782,15.1475751955305,331.0341653391292,31.557448324021873,9,ClickHighDeg,9,FALSE
Cir,5,25,Cir_5_81.872857337996_304.035629153073,81.872857337996,304.035629153073,170.56845278749165,633.4075607355687,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_76.1731780342915_48.8726544246823,76.1731780342915,48.8726544246823,158.69412090477397,101.81803005142146,6,ClickHighDeg,12,FALSE
Cir,5,25,Cir_5_185.068526184103_334.033289163562,185.068526184103,334.033289163562,385.5594295502146,695.9026857574208,11,ClickHighDeg,7,FALSE
Cir,5,25,Cir_5_215.616075630454_19.3778987273747,215.616075630454,19.3778987273747,449.2001575634458,40.37062234869729,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_35.0205205713026_250.844394679764,35.0205205713026,250.844394679764,72.9594178568804,522.592488916175,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_194.559278874862_333.183186701953,194.559278874862,333.183186701953,405.33183098929584,694.1316389624021,5,ClickHighDeg,13,FALSE
Cir,5,25,Cir_5_89.7610697318759_309.380995011443,89.7610697318759,309.380995011443,187.0022286080748,644.5437396071729,3,ClickHighDeg,15,FALSE
Cir,5,25,Cir_5_210.985738726671_18.2534890818897,210.985738726671,18.2534890818897,439.5536223472312,38.02810225393687,4,ClickHighDeg,14,FALSE
Cir,5,25,Cir_5_68.8838787480992_55.0096647577368,68.8838787480992,55.0096647577368,143.5080807252067,114.603468245285,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_65.3794943808583_58.2382148770905,65.3794943808583,58.2382148770905,136.20727996012147,121.32961432727188,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_235.9543933091_322.47588924497,235.9543933091,322.47588924497,491.5716527272916,671.8247692603542,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_37.3618945776436_254.994356621571,37.361894577643596,254.994356621571,77.83728037009082,531.2382429616063,4,ClickHighDeg,14,FALSE
Cir,5,25,Cir_5_314.91223714003_95.6681674310575,314.91223714003,95.6681674310575,656.0671607083958,199.30868214803644,8,ClickHighDeg,10,FALSE
Cir,5,25,Cir_5_17.4760833375949_149.383329872428,17.4760833375949,149.383329872428,36.40850695332271,311.2152705675583,5,ClickHighDeg,13,FALSE
Cir,5,25,Cir_5_16.2733617972623_158.835839613964,16.2733617972623,158.835839613964,33.90283707762979,330.90799919575835,6,ClickHighDeg,12,FALSE
Cir,5,25,Cir_5_133.169828516042_328.604586529173,133.169828516042,328.604586529173,277.4371427417542,684.5928886024437,4,ClickHighDeg,14,FALSE
Cir,5,25,Cir_5_333.223454877099_201.563554852054,333.223454877099,201.563554852054,694.2155309939562,419.92407260844584,5,ClickHighDeg,13,FALSE
Cir,5,25,Cir_5_316.067479428697_250.844394679764,316.067479428697,250.844394679764,658.4739154764521,522.592488916175,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_304.581027280139_79.6640857161446,304.581027280139,79.6640857161446,634.543806833623,165.96684524196792,6,ClickHighDeg,12,FALSE
Cir,5,25,Cir_5_244.667020636501_318.617496720604,244.667020636501,318.617496720604,509.7229596593771,663.7864515012583,10,ClickHighDeg,8,FALSE
Cir,5,25,Cir_5_15.8836033147106_163.584758611695,15.8836033147106,163.584758611695,33.09084023898041,340.80158044103126,6,ClickHighDeg,12,FALSE
Cir,5,25,Cir_5_257.266967815552_311.875171149719,257.266967815552,311.875171149719,535.9728496157334,649.739939895248,7,ClickHighDeg,11,FALSE
Cir,5,25,Cir_5_261.326930268124_309.380995011443,261.326930268124,309.380995011443,544.4311047252583,644.5437396071729,5,ClickHighDeg,13,FALSE
Cir,5,25,Cir_5_206.323979102073_17.2674328314051,206.323979102073,17.2674328314051,429.84162312931875,35.97381839876062,4,ClickHighDeg,14,FALSE
Cir,5,25,Cir_5_15.6354099819799_168.343176563241,15.6354099819799,168.343176563241,32.573770795791454,350.71495117341874,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_52.3684848432025_72.1514740711049,52.3684848432025,72.1514740711049,109.10101009000522,150.31557098146854,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_102.154685992457_316.495482099711,102.154685992457,316.495482099711,212.82226248428543,659.3655877077313,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_49.3818031287192_75.8641392660461,49.3818031287192,75.8641392660461,102.87875651816499,158.05029013759602,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_15.529_173.106874799817,15.529,173.106874799817,32.35208333333333,360.6393224996188,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_292.421225923586_65.0010687348869,292.421225923586,65.0010687348869,609.2108873408042,135.41889319768106,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_217.918171483958_328.604586529173,217.918171483958,328.604586529173,453.99619059157914,684.5928886024437,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_42.410031463832_263.076001721922,42.410031463832,263.076001721922,88.35423221631667,548.0750035873375,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_285.708505619142_58.2382148770905,285.708505619142,58.2382148770905,595.2260533732125,121.32961432727188,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_45.1123106024595_267.000523189874,45.1123106024595,267.000523189874,93.98398042179062,556.2510899789041,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_41.1030082906323_87.5122620062816,41.1030082906323,87.5122620062816,85.63126727215064,182.31721251308667,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_282.204121251901_55.0096647577368,282.204121251901,55.0096647577368,587.925252608127,114.603468245285,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_53.9029547888315_278.267359516328,53.9029547888315,278.267359516328,112.29782247673229,579.7236656590167,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_38.5786611896626_91.5535298912692,38.5786611896626,91.5535298912692,80.37221081179707,190.73652060681084,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_187.445698246921_14.7224692657781,187.445698246921,14.7224692657781,390.5118713477521,30.67181097037104,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_115.1336066909_322.47588924497,115.1336066909,322.47588924497,239.86168060604166,671.8247692603542,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_273.036400246305_301.18917749359,273.036400246305,301.18917749359,568.8258338464688,627.4774531116459,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_15.7417959400175_182.633215017418,15.7417959400175,182.633215017418,32.79540820836979,380.4858646196208,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_33.8964339604558_99.8525267716567,33.8964339604558,99.8525267716567,70.6175707509496,208.02609744095147,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_335.559_173.106874799817,335.559,173.106874799817,699.0812500000001,360.6393224996188,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_126.32192330462_22.0376820363798,126.32192330462,22.0376820363798,263.17067355129166,45.911837575791246,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_17.1226554091493_196.856779259513,17.1226554091493,196.856779259513,35.67219876906104,410.1182901239854,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_29.7164709236703_108.41549402526,29.7164709236703,108.41549402526,61.90931442431312,225.865612552625,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_119.572208908756_324.208837494613,119.572208908756,324.208837494613,249.10876855990833,675.4350781137771,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_57.0524447744252_281.84296205261,57.0524447744252,281.84296205261,118.85925994671918,587.1728376096041,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_63.6637357961871_288.705003270185,63.6637357961871,288.705003270185,132.63278290872313,601.4687568128853,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_263.328612481721_40.507413643573,263.328612481721,40.507413643573,548.6012760035854,84.39044509077708,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_26.053604580372_117.212081578361,26.053604580372,117.212081578361,54.278342875774996,244.19183662158542,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_124.060441613105_325.808861542493,124.060441613105,325.808861542493,258.4592533606354,678.7684615468604,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_327.43433701752_224.652167493362,327.43433701752,224.652167493362,682.1548687865001,468.0253489445041,2,ClickHighDeg,16,FALSE
Cir,5,25,Cir_5_24.4202012609693_121.688258913835,24.4202012609693,121.688258913835,50.87541929368604,253.51720607048958,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_22.9208013073862_126.211088197928,22.9208013073862,126.211088197928,47.75166939038792,262.9397670790167,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_19.7669729154959_210.900431612856,19.7669729154959,210.900431612856,41.18119357394979,439.37589919345004,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_20.9258265387534_215.522251300804,20.9258265387534,215.522251300804,43.59547195573626,449.0046902100083,1,ClickHighDeg,17,FALSE
Cir,5,25,Cir_5_242.510649251545_28.9656218861796,242.510649251545,28.9656218861796,505.2305192740521,60.345045596207505,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_22.5817978355167_225.492501454491,22.5817978355167,225.492501454491,47.04541215732646,469.7760446968562,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_333.185654444453_202.326691391341,333.185654444453,202.326691391341,694.1367800926105,421.5139403986271,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_254.911191605275_35.7275745099677,254.911191605275,35.7275745099677,531.0649825109896,74.43244689576605,5,ClickHighDeg,13,FALSE
Cir,6,25,Cir_6_125.593005850876_22.2005666097085,125.593005850876,22.2005666097085,261.6520955226583,46.25118043689271,5,ClickHighDeg,13,FALSE
Cir,6,25,Cir_6_105.62558732202_319.772010769522,105.62558732202,319.772010769522,220.053306920875,666.1916891031709,11,ClickHighDeg,7,FALSE
Cir,6,25,Cir_6_326.60809923241_122.184328574456,326.60809923241,122.184328574456,680.4335400675208,254.55068453011668,6,ClickHighDeg,12,FALSE
Cir,6,25,Cir_6_27.6969060533542_238.887280984451,27.6969060533542,238.887280984451,57.70188761115459,497.681835384273,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_48.3958827490516_76.2069960960011,48.3958827490516,76.2069960960011,100.82475572719085,158.7645752000023,2,ClickHighDeg,16,FALSE
Cir,6,25,Cir_6_112.16051596822_27.2158101847629,112.16051596822,27.2158101847629,233.6677416004583,56.699604551589374,10,ClickHighDeg,8,FALSE
Cir,6,25,Cir_6_305.846869981213_267.982448866936,305.846869981213,267.982448866936,637.180979127527,558.2967684727834,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_334.53345713245_192.861594720313,334.53345713245,192.861594720313,696.9447023592708,401.7949890006521,6,ClickHighDeg,12,FALSE
Cir,6,25,Cir_6_29.6652621353893_243.244093930451,29.6652621353893,243.244093930451,61.80262944872771,506.7585290217729,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_334.995414920057_188.103148333846,334.995414920057,188.103148333846,697.9071144167854,391.88155902884586,3,ClickHighDeg,15,FALSE
Cir,6,25,Cir_6_239.991367650787_321.772737548772,239.991367650787,321.772737548772,499.98201593913956,670.359869893275,12,ClickHighDeg,6,FALSE
Cir,6,25,Cir_6_14.4655905330098_178.555550219737,14.4655905330098,178.555550219737,30.136646943770415,371.9907296244521,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_244.33341267798_319.772010769522,244.33341267798,319.772010769522,509.02794307912495,666.1916891031709,9,ClickHighDeg,9,FALSE
Cir,6,25,Cir_6_288.930083650386_61.8647230100597,288.930083650386,61.8647230100597,601.9376742716374,128.88483960429105,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_31.7624461458774_247.540375498716,31.7624461458774,247.540375498716,66.17176280391125,515.709115622325,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_335.49340946699_178.555550219737,335.49340946699,178.555550219737,698.9446030562291,371.9907296244521,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_311.151038712083_260.028182395307,311.151038712083,260.028182395307,648.2313306501729,541.7253799902229,6,ClickHighDeg,12,FALSE
Cir,6,25,Cir_6_313.623172354447_255.936138946646,313.623172354447,255.936138946646,653.3816090717645,533.2002894721792,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_114.367318262595_323.643301745871,114.367318262595,323.643301745871,238.26524638040624,674.2568786372312,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_118.82074655813_325.382041965145,118.82074655813,325.382041965145,247.54322199610417,677.879254094052,8,ClickHighDeg,10,FALSE
Cir,6,25,Cir_6_123.323970921819_326.987414343703,123.323970921819,326.987414343703,256.92493942045627,681.2237798827146,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_237.79848403178_27.2158101847629,237.79848403178,27.2158101847629,495.4135083995417,56.699604551589374,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_14.6435113247503_183.333056240994,14.6435113247503,183.333056240994,30.50731525989646,381.94386716873754,3,ClickHighDeg,15,FALSE
Cir,6,25,Cir_6_14.9635850799435_188.103148333846,14.9635850799435,188.103148333846,31.17413558321563,391.88155902884586,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_42.7418247750479_83.9164855966838,42.7418247750479,83.9164855966838,89.0454682813498,174.8260116597579,5,ClickHighDeg,13,FALSE
Cir,6,25,Cir_6_41.4008230542338_264.044805651741,41.4008230542338,264.044805651741,86.2517146963204,550.0933451077938,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_44.1121300187868_267.982448866936,44.1121300187868,267.982448866936,91.9002708724725,558.2967684727834,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_40.0894356211015_87.8940640626346,40.0894356211015,87.8940640626346,83.51965754396146,183.11263346382208,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_335.173214194809_164.220910987959,335.173214194809,164.220910987959,698.2775295725188,342.1268978915812,8,ClickHighDeg,10,FALSE
Cir,6,25,Cir_6_322.262093946646_238.887280984451,322.262093946646,238.887280984451,671.3793623888458,497.681835384273,10,ClickHighDeg,8,FALSE
Cir,6,25,Cir_6_15.4255428675495_192.861594720313,15.4255428675495,192.861594720313,32.13654764072813,401.7949890006521,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_323.197396261289_113.252822791158,323.197396261289,113.252822791158,673.3279088776854,235.94338081491253,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_325.805389880776_230.007545406003,325.805389880776,230.007545406003,678.7612289182832,479.18238626250627,5,ClickHighDeg,13,FALSE
Cir,6,25,Cir_6_321.294141411694_108.867186423041,321.294141411694,108.867186423041,669.3627946076958,226.80663838133543,4,ClickHighDeg,14,FALSE
Cir,6,25,Cir_6_46.9394797309546_271.837617930562,46.9394797309546,271.837617930562,97.79058277282209,566.3283706886708,2,ClickHighDeg,16,FALSE
Cir,6,25,Cir_6_285.511990055876_58.5221423226304,285.511990055876,58.5221423226304,594.8166459497418,121.92112983881333,2,ClickHighDeg,16,FALSE
Cir,6,25,Cir_6_49.8803502152088_275.606900407613,49.8803502152088,275.606900407613,103.917396281685,574.1810425158604,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_16.0289842791315_197.604178164605,16.0289842791315,197.604178164605,33.393717248190626,411.67537117626046,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_319.261142276028_104.540161066433,319.261142276028,104.540161066433,665.127379741725,217.79200222173543,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_170.199210528245_335.452822940615,170.199210528245,335.452822940615,354.5816886005104,698.860047792948,2,ClickHighDeg,16,FALSE
Cir,6,25,Cir_6_268.963531677102_305.141381945461,268.963531677102,305.141381945461,560.3406909939627,635.711212386377,7,ClickHighDeg,11,FALSE
Cir,6,25,Cir_6_174.979499999999_335.524,174.979499999999,335.524,364.54062499999793,699.0083333333333,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_224.365994149124_22.2005666097085,224.365994149124,22.2005666097085,467.4291544773416,46.25118043689271,18,ClickHighDeg,3,FALSE
Cir,6,25,Cir_6_86.9016601031245_40.7320528785033,86.9016601031245,40.7320528785033,181.0451252148427,84.85844349688188,2,ClickHighDeg,16,FALSE
Cir,6,25,Cir_6_317.100211648708_100.275589445867,317.100211648708,100.275589445867,660.6254409348084,208.9074780122229,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_56.0921472606898_282.874514436577,56.0921472606898,282.874514436577,116.8586401264371,589.3219050762021,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_314.813269896567_96.0772385867924,314.813269896567,96.0772385867924,655.8609789511813,200.1609137224842,3,ClickHighDeg,15,FALSE
Cir,6,25,Cir_6_28.6648585883063_108.867186423041,28.6648585883063,108.867186423041,59.71845539230479,226.80663838133543,4,ClickHighDeg,14,FALSE
Cir,6,25,Cir_6_59.3575736841332_286.366395629735,59.3575736841332,286.366395629735,123.66161184194418,596.596657561948,3,ClickHighDeg,15,FALSE
Cir,6,25,Cir_6_328.813871620507_220.9326536059,328.813871620507,220.9326536059,685.0288992093896,460.27636167895827,4,ClickHighDeg,14,FALSE
Cir,6,25,Cir_6_219.795578859213_20.7978825116214,219.795578859213,20.7978825116214,457.9074559566938,43.328921899211245,8,ClickHighDeg,10,FALSE
Cir,6,25,Cir_6_23.3509007675898_122.184328574456,23.3509007675898,122.184328574456,48.64770993247875,254.55068453011668,2,ClickHighDeg,16,FALSE
Cir,6,25,Cir_6_79.0678264082002_46.2125350529692,79.0678264082002,46.2125350529692,164.72463835041708,96.27611469368584,10,ClickHighDeg,8,FALSE
Cir,6,25,Cir_6_194.058295670428_334.38639616391,194.058295670428,334.38639616391,404.28811598005836,696.6383253414791,13,ClickHighDeg,5,FALSE
Cir,6,25,Cir_6_332.760815116579_145.261092610332,332.760815116579,145.261092610332,693.2516981595396,302.62727627152503,4,ClickHighDeg,14,FALSE
Cir,6,25,Cir_6_75.2767493665272_49.1252644704836,75.2767493665272,49.1252644704836,156.826561180265,102.34430098017417,8,ClickHighDeg,10,FALSE
Cir,6,25,Cir_6_66.1929899375051_293.050831887057,66.1929899375051,293.050831887057,137.9020623698023,610.5225664313688,6,ClickHighDeg,12,FALSE
Cir,6,25,Cir_6_198.79625599415_333.747675185725,198.79625599415,333.747675185725,414.15886665447914,695.307656636927,6,ClickHighDeg,12,FALSE
Cir,6,25,Cir_6_304.447544090162_80.0196461796237,304.447544090162,80.0196461796237,634.2657168545043,166.7075962075494,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_210.539623881475_18.4037197058257,210.539623881475,18.4037197058257,438.6242164197396,38.34108272047021,2,ClickHighDeg,16,FALSE
Cir,6,25,Cir_6_73.4141568901428_299.316564560562,73.4141568901428,299.31656456056203,152.94616018779752,623.5761761678375,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_77.1614459822979_302.285414888152,77.1614459822979,302.285414888152,160.75301246312063,629.7612810169834,10,ClickHighDeg,8,FALSE
Cir,6,25,Cir_6_19.2462361889862_135.922457234682,19.2462361889862,135.922457234682,40.096325393721244,283.1717859055875,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_191.682709267378_15.2874274842167,191.682709267378,15.2874274842167,399.3389776403708,31.848807258784788,4,ClickHighDeg,14,FALSE
Cir,6,25,Cir_6_84.9128214362688_307.881915868623,84.9128214362688,307.881915868623,176.90171132556,641.4206580596314,1,ClickHighDeg,17,FALSE
Cir,6,25,Cir_6_330.11414323733_216.332057737447,330.11414323733,216.332057737447,687.7377984111041,450.69178695301457,2,ClickHighDeg,16,FALSE
